myo,pi,power,displacement_nm,time_on_ms,force
WT,0mM-Pi,1.5-W,39.34741582,457,1.5738966328
WT,0mM-Pi,1.5-W,42.99198147,497.2,1.7196792588
WT,0mM-Pi,1.5-W,28.16001244,508.8,1.1264004976
WT,0mM-Pi,1.5-W,44.13624725,513.2,1.76544989
WT,0mM-Pi,1.5-W,47.436312,745.8,1.89745248
WT,0mM-Pi,1.5-W,55.194825,552.6,2.207793
WT,0mM-Pi,1.5-W,33.51393161,553.6,1.3405572644
WT,0mM-Pi,1.5-W,33.53361801,560.2,1.3413447204
WT,0mM-Pi,1.5-W,42.62009483,599.4,1.7048037932
WT,0mM-Pi,1.5-W,48.97395508,608.6,1.9589582032
WT,0mM-Pi,1.5-W,56.06928023,778,2.2427712092
WT,0mM-Pi,1.5-W,34.0768932,553.6,1.363075728
WT,0mM-Pi,1.5-W,32.018805,868,1.2807522
WT,0mM-Pi,1.5-W,31.0285248,567.8,1.241140992
WT,0mM-Pi,1.5-W,27.113709,567.2,1.08454836
WT,0mM-Pi,1.5-W,28.80891626,803.8,1.1523566504
WT,0mM-Pi,1.5-W,29.89447078,1412.4,1.1957788312
WT,0mM-Pi,1.5-W,39.54781718,762.4,1.5819126872
WT,0mM-Pi,1.5-W,23.68864859,642.4,0.9475459436
WT,0mM-Pi,1.5-W,43.863918,873.2,1.75455672
WT,0mM-Pi,1.5-W,33.35205409,687.4,1.3340821636
WT,0mM-Pi,1.5-W,54.60411436,829.2,2.1841645744
WT,0mM-Pi,1.5-W,42.25998865,819.6,1.690399546
WT,0mM-Pi,1.5-W,35.40453076,772.4,1.4161812304
WT,0mM-Pi,1.5-W,45.41193825,842.4,1.81647753
WT,0mM-Pi,1.5-W,45.57854089,846.2,1.8231416356
WT,0mM-Pi,1.5-W,69.93169444,1138.4,2.7972677776
WT,0mM-Pi,1.5-W,28.896756,939.2,1.15587024
WT,0mM-Pi,1.5-W,44.28129989,1163.2,1.7712519956
WT,0mM-Pi,1.5-W,33.604788,1155.8,1.34419152
WT,0mM-Pi,1.5-W,56.91222269,1049,2.2764889076
WT,0mM-Pi,1.5-W,24.26088,1143,0.9704352
WT,0mM-Pi,1.5-W,50.896594,1343.6,2.03586376
WT,0mM-Pi,1.5-W,48.58101893,1512.8,1.9432407572
WT,0mM-Pi,1.5-W,33.22935,3025.2,1.329174
WT,0mM-Pi,1.5-W,28.2782724,2102.2,1.131130896
WT,0mM-Pi,1.5-W,45.76390933,1685.8,1.8305563732
WT,0mM-Pi,1.5-W,83.96052,1788.2,3.3584208
WT,0mM-Pi,1.5-W,67.67710641,2751.8,2.7070842564
WT,0mM-Pi,1.5-W,31.552815,5295.4,1.2621126
WT,30mM-Pi,1.5-W,20.22534052,33.8,0.8090136208
WT,30mM-Pi,1.5-W,20.335343,28.4,0.81341372
WT,30mM-Pi,1.5-W,19.76118617,103,0.7904474468
WT,30mM-Pi,1.5-W,12.62745576,48.2,0.5050982304
WT,30mM-Pi,1.5-W,30.01860239,55.8,1.2007440956
WT,30mM-Pi,1.5-W,20.36763313,84.6,0.8147053252
WT,30mM-Pi,1.5-W,16.72796087,38.4,0.6691184348
WT,30mM-Pi,1.5-W,26.49108527,32.8,1.0596434108
WT,30mM-Pi,1.5-W,17.92296821,68.8,0.7169187284
WT,30mM-Pi,1.5-W,19.74381286,30.8,0.7897525144
WT,30mM-Pi,1.5-W,33.54906562,98.4,1.3419626248
WT,30mM-Pi,1.5-W,25.84886685,38.4,1.033954674
WT,30mM-Pi,1.5-W,39.11196334,40.4,1.5644785336
WT,30mM-Pi,1.5-W,6.765415341,19.6,0.27061661364
WT,30mM-Pi,1.5-W,10.07697008,10.4,0.4030788032
WT,30mM-Pi,1.5-W,34.62484575,102,1.38499383
WT,30mM-Pi,1.5-W,21.62529288,67.8,0.8650117152
WT,30mM-Pi,1.5-W,22.70015503,114.6,0.9080062012
WT,30mM-Pi,1.5-W,14.4143678,101.8,0.576574712
WT,30mM-Pi,1.5-W,12.43300518,54.8,0.4973202072
WT,30mM-Pi,1.5-W,22.42229033,24.6,0.8968916132
WT,30mM-Pi,1.5-W,16.61267993,106.8,0.6645071972
WT,30mM-Pi,1.5-W,25.98867965,94,1.039547186
WT,30mM-Pi,1.5-W,15.295791,38,0.61183164
WT,30mM-Pi,1.5-W,26.8964667,35.4,1.075858668
WT,30mM-Pi,1.5-W,28.66370267,122,1.1465481068
WT,30mM-Pi,1.5-W,7.247777707,79.4,0.28991110828
WT,30mM-Pi,1.5-W,12.49876437,53,0.4999505748
WT,30mM-Pi,1.5-W,22.23782368,12.8,0.8895129472
WT,30mM-Pi,1.5-W,51.87602267,26.6,2.0750409068
WT,30mM-Pi,1.5-W,20.05122489,49.6,0.8020489956
WT,30mM-Pi,1.5-W,16.74063751,63,0.6696255004
WT,30mM-Pi,1.5-W,25.88466381,56.6,1.0353865524
WT,30mM-Pi,1.5-W,11.30545378,44.8,0.4522181512
WT,30mM-Pi,1.5-W,25.24643481,60.8,1.0098573924
WT,30mM-Pi,1.5-W,13.61319704,44.8,0.5445278816
WT,30mM-Pi,1.5-W,10.34934462,96.8,0.4139737848
WT,30mM-Pi,1.5-W,8.724744,63.6,0.34898976
WT,30mM-Pi,1.5-W,22.72816521,43.6,0.9091266084
WT,30mM-Pi,1.5-W,21.52668198,154.8,0.8610672792
WT,30mM-Pi,1.5-W,22.9462884,285.6,0.917851536
WT,30mM-Pi,1.5-W,36.90365767,84.4,1.4761463068
WT,30mM-Pi,1.5-W,41.23454054,16.2,1.6493816216
WT,30mM-Pi,1.5-W,16.26284098,96,0.6505136392
WT,30mM-Pi,1.5-W,9.903915903,30.2,0.39615663612
WT,30mM-Pi,1.5-W,17.83347174,21.4,0.7133388696
WT,30mM-Pi,1.5-W,31.60745612,45,1.2642982448
WT,30mM-Pi,1.5-W,29.173648,21.6,1.16694592
WT,30mM-Pi,1.5-W,29.29613499,24.6,1.1718453996
WT,30mM-Pi,1.5-W,9.574837263,77.6,0.38299349052
WT,30mM-Pi,1.5-W,22.86954808,57.6,0.9147819232
WT,30mM-Pi,1.5-W,59.94907714,119.6,2.3979630856
WT,30mM-Pi,1.5-W,23.8304326,54.2,0.953217304
WT,30mM-Pi,1.5-W,39.56614665,76.6,1.582645866
WT,30mM-Pi,1.5-W,17.73203566,121.2,0.7092814264
WT,30mM-Pi,1.5-W,15.78198825,56.2,0.63127953
WT,30mM-Pi,1.5-W,27.2008241,62,1.088032964
WT,30mM-Pi,1.5-W,19.37230768,52.8,0.7748923072
WT,30mM-Pi,1.5-W,13.02053558,236.4,0.5208214232
WT,30mM-Pi,1.5-W,24.7274595,50.8,0.98909838
WT,30mM-Pi,1.5-W,16.50732593,106.2,0.6602930372
WT,30mM-Pi,1.5-W,17.08408262,58.2,0.6833633048
WT,30mM-Pi,1.5-W,51.0239845,19.2,2.04095938
WT,30mM-Pi,1.5-W,12.14934275,77,0.48597371
WT,30mM-Pi,1.5-W,26.77465118,57,1.0709860472
WT,30mM-Pi,1.5-W,25.47353961,72.6,1.0189415844
WT,30mM-Pi,1.5-W,14.97324254,132.6,0.5989297016
WT,30mM-Pi,1.5-W,38.3581979,41.4,1.534327916
WT,30mM-Pi,1.5-W,23.53635522,15.6,0.9414542088
WT,30mM-Pi,1.5-W,17.33404399,61,0.6933617596
WT,30mM-Pi,1.5-W,44.79736178,22.2,1.7918944712
WT,30mM-Pi,1.5-W,27.7801452,155.2,1.111205808
WT,30mM-Pi,1.5-W,9.145262,179.4,0.36581048
WT,30mM-Pi,1.5-W,24.6635129,47.2,0.986540516
WT,30mM-Pi,1.5-W,10.53285438,40,0.4213141752
WT,30mM-Pi,1.5-W,11.64443149,111.4,0.4657772596
WT,30mM-Pi,1.5-W,18.8248935,129,0.75299574
WT,30mM-Pi,1.5-W,29.6078538,53.2,1.184314152
WT,30mM-Pi,1.5-W,42.33050808,89.6,1.6932203232
WT,30mM-Pi,1.5-W,16.82798851,100.6,0.6731195404
WT,30mM-Pi,1.5-W,22.5977955,390.4,0.90391182
WT,30mM-Pi,1.5-W,42.46309617,66,1.6985238468
WT,30mM-Pi,1.5-W,14.64846119,110.6,0.5859384476
WT,30mM-Pi,1.5-W,13.85555867,106,0.5542223468
WT,30mM-Pi,1.5-W,12.83671336,97,0.5134685344
WT,30mM-Pi,1.5-W,22.66779218,54.4,0.9067116872
WT,30mM-Pi,1.5-W,25.69190244,30.4,1.0276760976
WT,30mM-Pi,1.5-W,37.190902,22.8,1.48763608
WT,30mM-Pi,1.5-W,34.1590515,41.2,1.36636206
WT,30mM-Pi,1.5-W,3.948866715,22,0.1579546686
WT,30mM-Pi,1.5-W,16.56731996,32,0.6626927984
WT,30mM-Pi,1.5-W,27.24025614,104.4,1.0896102456
WT,30mM-Pi,1.5-W,12.71336971,45.6,0.5085347884
WT,30mM-Pi,1.5-W,24.01183012,16.4,0.9604732048
WT,30mM-Pi,1.5-W,12.66246976,34.4,0.5064987904
WT,30mM-Pi,1.5-W,19.15492685,19.8,0.766197074
WT,30mM-Pi,1.5-W,24.73196036,17.8,0.9892784144
WT,30mM-Pi,1.5-W,28.22620337,109.8,1.1290481348
WT,30mM-Pi,1.5-W,19.97583354,218,0.7990333416
WT,30mM-Pi,1.5-W,13.93275491,111.4,0.5573101964
WT,30mM-Pi,1.5-W,9.180353507,71.2,0.36721414028
WT,30mM-Pi,1.5-W,12.61525119,30,0.5046100476
WT,30mM-Pi,1.5-W,6.956913787,22.6,0.27827655148
WT,30mM-Pi,1.5-W,14.62959553,79,0.5851838212
WT,30mM-Pi,1.5-W,21.33236809,66.8,0.8532947236
WT,30mM-Pi,1.5-W,32.79399736,20,1.3117598944
WT,30mM-Pi,1.5-W,15.46764039,53.8,0.6187056156
WT,30mM-Pi,1.5-W,17.06617756,18.6,0.6826471024
WT,30mM-Pi,1.5-W,17.63892106,32.8,0.7055568424
WT,30mM-Pi,1.5-W,13.99371555,47.8,0.559748622
WT,30mM-Pi,1.5-W,29.74538094,53.6,1.1898152376
WT,30mM-Pi,1.5-W,10.0986439,18.6,0.403945756
WT,30mM-Pi,1.5-W,17.23615241,35.6,0.6894460964
WT,30mM-Pi,1.5-W,20.79917621,247.8,0.8319670484
WT,30mM-Pi,1.5-W,16.70568899,14.6,0.6682275596
WT,30mM-Pi,1.5-W,13.5242534,235,0.540970136
WT,30mM-Pi,1.5-W,18.48201421,26,0.7392805684
WT,30mM-Pi,1.5-W,18.30350731,206.6,0.7321402924
WT,30mM-Pi,1.5-W,22.48015996,131.6,0.8992063984
WT,30mM-Pi,1.5-W,21.91380509,21.4,0.8765522036
WT,30mM-Pi,1.5-W,13.24975475,94,0.52999019
WT,30mM-Pi,1.5-W,14.86527232,94.8,0.5946108928
WT,30mM-Pi,1.5-W,21.04068267,32.2,0.8416273068
WT,30mM-Pi,1.5-W,30.2417769,119.2,1.209671076
WT,30mM-Pi,1.5-W,26.63313798,20.8,1.0653255192
WT,30mM-Pi,1.5-W,23.0545,57,0.92218
WT,30mM-Pi,1.5-W,15.27580391,48.8,0.6110321564
WT,30mM-Pi,1.5-W,35.40468415,24.6,1.416187366
WT,30mM-Pi,1.5-W,25.08098734,18,1.0032394936
WT,30mM-Pi,1.5-W,21.6272776,128.2,0.865091104
WT,30mM-Pi,1.5-W,32.88940001,86.8,1.3155760004
WT,30mM-Pi,1.5-W,32.951856,144.8,1.31807424
WT,30mM-Pi,1.5-W,35.03139669,13.6,1.4012558676
WT,30mM-Pi,1.5-W,25.9087496,500.2,1.036349984
WT,30mM-Pi,1.5-W,15.89004554,30.8,0.6356018216
WT,30mM-Pi,1.5-W,9.782559803,53.2,0.39130239212
WT,30mM-Pi,1.5-W,25.06340294,33,1.0025361176
WT,30mM-Pi,1.5-W,8.887304638,9.2,0.35549218552
WT,30mM-Pi,1.5-W,11.24418876,36,0.4497675504
WT,30mM-Pi,1.5-W,9.41001532,50.6,0.3764006128
WT,30mM-Pi,1.5-W,32.42532286,97.4,1.2970129144
WT,30mM-Pi,1.5-W,31.44779417,133.4,1.2579117668
WT,30mM-Pi,1.5-W,15.87176966,51.2,0.6348707864
WT,30mM-Pi,1.5-W,28.40440121,192.2,1.1361760484
WT,30mM-Pi,1.5-W,32.2336567,152,1.289346268
WT,30mM-Pi,1.5-W,15.14804209,27.2,0.6059216836
WT,30mM-Pi,1.5-W,22.94291513,217.2,0.9177166052
WT,30mM-Pi,1.5-W,11.45877792,12.4,0.4583511168
WT,30mM-Pi,1.5-W,48.03631105,71,1.921452442
WT,30mM-Pi,1.5-W,16.24080489,14,0.6496321956
WT,30mM-Pi,1.5-W,16.28887621,40.4,0.6515550484
WT,30mM-Pi,1.5-W,34.29921881,20.4,1.3719687524
WT,30mM-Pi,1.5-W,13.582716,37.8,0.54330864
WT,30mM-Pi,1.5-W,14.58931545,68.8,0.583572618
WT,30mM-Pi,1.5-W,21.83235154,16.8,0.8732940616
WT,30mM-Pi,1.5-W,17.54629753,26.6,0.7018519012
WT,30mM-Pi,1.5-W,16.32939697,32.6,0.6531758788
WT,30mM-Pi,1.5-W,40.63018814,27.6,1.6252075256
WT,30mM-Pi,1.5-W,7.843091455,18.8,0.3137236582
WT,30mM-Pi,1.5-W,11.84343263,54.6,0.4737373052
WT,30mM-Pi,1.5-W,21.10358341,190.6,0.8441433364
WT,30mM-Pi,1.5-W,18.67835358,134.4,0.7471341432
WT,30mM-Pi,1.5-W,21.37051774,29.4,0.8548207096
WT,30mM-Pi,1.5-W,28.57024008,47.2,1.1428096032
WT,30mM-Pi,1.5-W,8.957771666,28.6,0.35831086664
WT,30mM-Pi,1.5-W,27.3175741,35.8,1.092702964
WT,30mM-Pi,1.5-W,20.12922222,61,0.8051688888
WT,30mM-Pi,1.5-W,41.30050899,22.4,1.6520203596
WT,30mM-Pi,1.5-W,30.23622742,102.4,1.2094490968
WT,30mM-Pi,1.5-W,33.11074071,29,1.3244296284
WT,30mM-Pi,1.5-W,9.937053,10.8,0.39748212
WT,30mM-Pi,1.5-W,28.69787039,15,1.1479148156
WT,30mM-Pi,1.5-W,31.90828578,54,1.2763314312
WT,30mM-Pi,1.5-W,34.18006439,12,1.3672025756
WT,30mM-Pi,1.5-W,15.72647273,53.4,0.6290589092
WT,30mM-Pi,1.5-W,31.2387054,98.6,1.249548216
WT,30mM-Pi,1.5-W,34.21026013,30.4,1.3684104052
WT,30mM-Pi,1.5-W,17.49467799,131.4,0.6997871196
WT,30mM-Pi,1.5-W,9.722491656,68,0.38889966624
WT,30mM-Pi,1.5-W,18.72994883,24,0.7491979532
WT,30mM-Pi,1.5-W,14.67549001,39.4,0.5870196004
WT,30mM-Pi,1.5-W,30.33152114,39.2,1.2132608456
WT,30mM-Pi,1.5-W,20.32738232,25.4,0.8130952928
WT,30mM-Pi,1.5-W,30.67979048,29.4,1.2271916192
WT,30mM-Pi,1.5-W,10.75752617,80.4,0.4303010468
WT,30mM-Pi,1.5-W,26.55866361,12.6,1.0623465444
WT,30mM-Pi,1.5-W,15.53109222,45.4,0.6212436888
WT,30mM-Pi,1.5-W,22.37310832,57.4,0.8949243328
WT,30mM-Pi,1.5-W,21.424662,22,0.85698648
WT,30mM-Pi,1.5-W,12.76470015,51.8,0.510588006
WT,30mM-Pi,1.5-W,25.17082039,360.6,1.0068328156
WT,30mM-Pi,1.5-W,17.36147766,36.2,0.6944591064
WT,30mM-Pi,1.5-W,20.07108391,100.4,0.8028433564
WT,30mM-Pi,1.5-W,40.12931494,253,1.6051725976
WT,30mM-Pi,1.5-W,32.52231893,20.4,1.3008927572
WT,30mM-Pi,1.5-W,23.83311176,12,0.9533244704
WT,30mM-Pi,1.5-W,29.69429181,18.4,1.1877716724
WT,30mM-Pi,1.5-W,7.744547653,34.2,0.30978190612
WT,30mM-Pi,1.5-W,28.42771979,25.2,1.1371087916
WT,30mM-Pi,1.5-W,10.94239499,26,0.4376957996
WT,30mM-Pi,1.5-W,21.92788587,41.6,0.8771154348
WT,30mM-Pi,1.5-W,25.98889159,113.8,1.0395556636
WT,30mM-Pi,1.5-W,11.8657224,235,0.474628896
WT,30mM-Pi,1.5-W,15.3843095,39.6,0.61537238
WT,30mM-Pi,1.5-W,26.50737941,41.6,1.0602951764
WT,30mM-Pi,1.5-W,22.48653751,33.6,0.8994615004
WT,30mM-Pi,1.5-W,15.28124694,57.8,0.6112498776
WT,30mM-Pi,1.5-W,22.43942886,25.2,0.8975771544
WT,30mM-Pi,1.5-W,10.90476477,42.6,0.4361905908
WT,30mM-Pi,1.5-W,30.54532613,80,1.2218130452
WT,30mM-Pi,1.5-W,69.07505164,177.8,2.7630020656
WT,30mM-Pi,1.5-W,31.58773339,71,1.2635093356
WT,30mM-Pi,1.5-W,9.73113561,62,0.3892454244
WT,30mM-Pi,1.5-W,23.309692,49,0.93238768
WT,30mM-Pi,1.5-W,10.85123225,62.2,0.43404929
WT,30mM-Pi,1.5-W,16.85883509,68,0.6743534036
WT,30mM-Pi,1.5-W,26.58277153,152.4,1.0633108612
WT,30mM-Pi,1.5-W,15.76035059,23.8,0.6304140236
WT,30mM-Pi,1.5-W,22.84856252,60.8,0.9139425008
WT,30mM-Pi,1.5-W,31.66876556,47.6,1.2667506224
WT,30mM-Pi,1.5-W,30.43544835,46.6,1.217417934
WT,30mM-Pi,1.5-W,30.7478426,48.4,1.229913704
WT,30mM-Pi,1.5-W,32.21528145,32,1.288611258
WT,30mM-Pi,1.5-W,15.53496,185,0.6213984
WT,30mM-Pi,1.5-W,31.1046033,97.8,1.244184132
WT,30mM-Pi,1.5-W,24.25307273,25.6,0.9701229092
WT,30mM-Pi,1.5-W,16.81207798,62.8,0.6724831192
WT,30mM-Pi,1.5-W,25.59855495,24.6,1.023942198
WT,30mM-Pi,1.5-W,20.27449316,47.4,0.8109797264
WT,30mM-Pi,1.5-W,24.95231476,35.8,0.9980925904
WT,30mM-Pi,1.5-W,29.36880559,73.8,1.1747522236
WT,30mM-Pi,1.5-W,13.4575882,27,0.538303528
WT,30mM-Pi,1.5-W,14.3879156,61.2,0.575516624
WT,30mM-Pi,1.5-W,25.74350436,16.6,1.0297401744
WT,30mM-Pi,1.5-W,17.56081156,36.8,0.7024324624
WT,30mM-Pi,1.5-W,26.50342623,41.4,1.0601370492
WT,30mM-Pi,1.5-W,32.6124008,314.2,1.304496032
WT,30mM-Pi,1.5-W,24.55471423,21,0.9821885692
WT,30mM-Pi,1.5-W,8.8992229,26.2,0.355968916
WT,30mM-Pi,1.5-W,13.80997358,26,0.5523989432
WT,30mM-Pi,1.5-W,17.00159107,60,0.6800636428
WT,30mM-Pi,1.5-W,14.528598,172.8,0.58114392
WT,30mM-Pi,1.5-W,0.022096318,63,0.00088385272
WT,30mM-Pi,1.5-W,11.86539402,109.4,0.4746157608
WT,30mM-Pi,1.5-W,23.50388545,85.6,0.940155418
WT,30mM-Pi,1.5-W,35.16815358,16.6,1.4067261432
WT,30mM-Pi,1.5-W,11.16796085,35.4,0.446718434
WT,30mM-Pi,1.5-W,23.64389888,55.2,0.9457559552
WT,30mM-Pi,1.5-W,31.81907978,65.6,1.2727631912
WT,30mM-Pi,1.5-W,40.77342393,42,1.6309369572
WT,30mM-Pi,1.5-W,17.72245647,82.4,0.7088982588
WT,30mM-Pi,1.5-W,27.93475195,21.6,1.117390078
WT,30mM-Pi,1.5-W,16.13508077,74.8,0.6454032308
WT,30mM-Pi,1.5-W,19.2633332,39.8,0.770533328
WT,30mM-Pi,1.5-W,23.62955648,44.6,0.9451822592
WT,30mM-Pi,1.5-W,24.71952353,13.4,0.9887809412
WT,30mM-Pi,1.5-W,27.33732512,35.8,1.0934930048
WT,30mM-Pi,1.5-W,23.11235795,53.8,0.924494318
WT,30mM-Pi,1.5-W,24.93532528,22.8,0.9974130112
WT,30mM-Pi,1.5-W,8.007405,15.2,0.3202962
WT,30mM-Pi,1.5-W,40.25630553,78.4,1.6102522212
WT,30mM-Pi,1.5-W,10.42500994,48,0.4170003976
WT,30mM-Pi,1.5-W,24.8465103,178.8,0.993860412
WT,30mM-Pi,1.5-W,36.21000448,41.6,1.4484001792
WT,30mM-Pi,1.5-W,26.4655235,18.2,1.05862094
WT,30mM-Pi,1.5-W,23.61582358,61.6,0.9446329432
WT,30mM-Pi,1.5-W,21.74594119,40,0.8698376476
WT,30mM-Pi,1.5-W,10.93304438,34.8,0.4373217752
WT,30mM-Pi,1.5-W,22.82792125,46.2,0.91311685
WT,30mM-Pi,1.5-W,33.45965,70.6,1.338386
WT,30mM-Pi,1.5-W,26.83381841,30.6,1.0733527364
WT,30mM-Pi,1.5-W,17.554593,48,0.70218372
WT,30mM-Pi,1.5-W,15.54962891,86.6,0.6219851564
WT,30mM-Pi,1.5-W,15.42343963,70.8,0.6169375852
WT,30mM-Pi,1.5-W,17.50299052,113.4,0.7001196208
WT,30mM-Pi,1.5-W,31.1531845,39.6,1.24612738
WT,30mM-Pi,1.5-W,18.738825,28,0.749553
WT,30mM-Pi,1.5-W,35.27832842,23.2,1.4111331368
WT,30mM-Pi,1.5-W,18.54668273,77.2,0.7418673092
WT,30mM-Pi,1.5-W,16.74175046,181.8,0.6696700184
WT,30mM-Pi,1.5-W,29.20054781,144.2,1.1680219124
WT,30mM-Pi,1.5-W,26.37964958,48.6,1.0551859832
WT,30mM-Pi,1.5-W,17.90143674,143.2,0.7160574696
WT,30mM-Pi,1.5-W,21.073077,43.6,0.84292308
WT,30mM-Pi,1.5-W,29.51446506,14.6,1.1805786024
WT,30mM-Pi,1.5-W,33.66762909,17.4,1.3467051636
WT,30mM-Pi,1.5-W,32.13287378,85.2,1.2853149512
WT,30mM-Pi,1.5-W,17.14797623,49.8,0.6859190492
WT,30mM-Pi,1.5-W,18.40412881,42,0.7361651524
WT,30mM-Pi,1.5-W,19.19769182,39.8,0.7679076728
WT,30mM-Pi,1.5-W,13.41594229,43.8,0.5366376916
WT,30mM-Pi,1.5-W,17.95461668,19.4,0.7181846672
WT,30mM-Pi,1.5-W,10.019226,47.4,0.40076904
WT,30mM-Pi,1.5-W,23.53308697,181,0.9413234788
WT,30mM-Pi,1.5-W,20.69047169,224.6,0.8276188676
WT,30mM-Pi,1.5-W,24.22331862,53.4,0.9689327448
WT,30mM-Pi,1.5-W,29.50042171,30.8,1.1800168684
WT,30mM-Pi,1.5-W,17.41437601,73.2,0.6965750404
WT,30mM-Pi,1.5-W,32.12591318,46.6,1.2850365272
WT,30mM-Pi,1.5-W,24.43092479,47.8,0.9772369916
WT,30mM-Pi,1.5-W,42.31275536,23.4,1.6925102144
WT,30mM-Pi,1.5-W,12.1619715,136.6,0.48647886
WT,30mM-Pi,1.5-W,30.79678064,183.2,1.2318712256
WT,30mM-Pi,1.5-W,31.6271088,110.8,1.265084352
WT,30mM-Pi,1.5-W,12.78418735,57.6,0.511367494
WT,30mM-Pi,1.5-W,29.66162568,66,1.1864650272
WT,30mM-Pi,1.5-W,39.09397193,39,1.5637588772
WT,30mM-Pi,1.5-W,21.30088785,101.4,0.852035514
WT,30mM-Pi,1.5-W,28.6769805,194,1.14707922
WT,30mM-Pi,1.5-W,8.489810848,19,0.33959243392
WT,30mM-Pi,1.5-W,20.54619504,204.6,0.8218478016
WT,30mM-Pi,1.5-W,31.26262421,24.6,1.2505049684
WT,30mM-Pi,1.5-W,30.21430394,52.2,1.2085721576
WT,30mM-Pi,1.5-W,34.76410154,30.8,1.3905640616
WT,30mM-Pi,1.5-W,25.85358879,37.4,1.0341435516
WT,30mM-Pi,1.5-W,31.38781701,77.6,1.2555126804
WT,30mM-Pi,1.5-W,13.1196209,230.6,0.524784836
WT,30mM-Pi,1.5-W,28.21928725,46,1.12877149
WT,30mM-Pi,1.5-W,35.49353135,44,1.419741254
WT,30mM-Pi,1.5-W,14.39423311,135.2,0.5757693244
WT,30mM-Pi,1.5-W,36.14518301,163.8,1.4458073204
WT,30mM-Pi,1.5-W,7.192088731,21.6,0.28768354924
WT,30mM-Pi,1.5-W,23.2347816,234,0.929391264
WT,30mM-Pi,1.5-W,24.46118629,61,0.9784474516
WT,30mM-Pi,1.5-W,33.65558923,105.4,1.3462235692
WT,30mM-Pi,1.5-W,14.5695523,18.8,0.582782092
WT,30mM-Pi,1.5-W,14.03833954,89.8,0.5615335816
WT,30mM-Pi,1.5-W,41.44239081,36.8,1.6576956324
WT,30mM-Pi,1.5-W,21.25755991,63.4,0.8503023964
WT,30mM-Pi,1.5-W,20.23546875,144,0.80941875
WT,30mM-Pi,1.5-W,20.10223462,147.8,0.8040893848
WT,30mM-Pi,1.5-W,20.04268592,48.4,0.8017074368
WT,30mM-Pi,1.5-W,21.48075476,42.8,0.8592301904
WT,30mM-Pi,1.5-W,19.00304126,43.8,0.7601216504
WT,30mM-Pi,1.5-W,37.4722241,20.2,1.498888964
WT,30mM-Pi,1.5-W,35.33513145,16.8,1.413405258
WT,30mM-Pi,1.5-W,18.02321221,21.4,0.7209284884
WT,30mM-Pi,1.5-W,19.44894647,24.6,0.7779578588
WT,30mM-Pi,1.5-W,21.2036555,45.2,0.84814622
WT,30mM-Pi,1.5-W,16.7877198,30.8,0.671508792
WT,30mM-Pi,1.5-W,24.25013236,142.8,0.9700052944
WT,30mM-Pi,1.5-W,13.80846683,31.8,0.5523386732
WT,30mM-Pi,1.5-W,29.59866718,35.6,1.1839466872
WT,30mM-Pi,1.5-W,48.39203992,145.2,1.9356815968
WT,30mM-Pi,1.5-W,27.13223882,64.4,1.0852895528
WT,30mM-Pi,1.5-W,31.22139972,72.2,1.2488559888
WT,30mM-Pi,1.5-W,43.29109572,58.8,1.7316438288
WT,30mM-Pi,1.5-W,30.35823676,37,1.2143294704
WT,30mM-Pi,1.5-W,32.6418469,51.4,1.305673876
WT,30mM-Pi,1.5-W,25.26194669,35.2,1.0104778676
WT,30mM-Pi,1.5-W,16.36983803,34.4,0.6547935212
WT,30mM-Pi,1.5-W,25.17786224,26.4,1.0071144896
WT,30mM-Pi,1.5-W,30.68329918,48,1.2273319672
WT,30mM-Pi,1.5-W,13.31595354,17.2,0.5326381416
WT,30mM-Pi,1.5-W,11.42663298,108.6,0.4570653192
WT,30mM-Pi,1.5-W,32.32693608,75.2,1.2930774432
WT,30mM-Pi,1.5-W,26.77160178,19.4,1.0708640712
WT,30mM-Pi,1.5-W,31.12134473,71,1.2448537892
WT,30mM-Pi,1.5-W,21.93408665,151,0.877363466
WT,30mM-Pi,1.5-W,18.23547164,82.4,0.7294188656
WT,30mM-Pi,1.5-W,21.72741661,159.2,0.8690966644
WT,30mM-Pi,1.5-W,19.01846961,33.8,0.7607387844
WT,30mM-Pi,1.5-W,27.4631741,17.6,1.098526964
WT,30mM-Pi,1.5-W,34.48106489,66.8,1.3792425956
WT,30mM-Pi,1.5-W,37.16822927,39,1.4867291708
WT,30mM-Pi,1.5-W,10.38248756,227.8,0.4152995024
WT,30mM-Pi,1.5-W,36.07131795,22.4,1.442852718
WT,30mM-Pi,1.5-W,21.38523226,110.4,0.8554092904
WT,30mM-Pi,1.5-W,27.19053488,64.6,1.0876213952
WT,30mM-Pi,1.5-W,67.54241306,90.6,2.7016965224
WT,30mM-Pi,1.5-W,23.51518735,17.8,0.940607494
WT,30mM-Pi,1.5-W,20.87640357,89.4,0.8350561428
WT,30mM-Pi,1.5-W,24.15178436,85.6,0.9660713744
WT,30mM-Pi,1.5-W,26.20639442,67.4,1.0482557768
WT,30mM-Pi,1.5-W,12.553065,35.6,0.5021226
WT,30mM-Pi,1.5-W,24.90187712,46.6,0.9960750848
WT,30mM-Pi,1.5-W,34.95600012,81,1.3982400048
WT,30mM-Pi,1.5-W,25.74274541,33.4,1.0297098164
WT,30mM-Pi,1.5-W,15.22698368,47.4,0.6090793472
WT,30mM-Pi,1.5-W,14.43186294,41.2,0.5772745176
