myo,pi,power,displacement_nm,time_on_ms,force
S217A,30mM-Pi,2-W,21.95973241,40.8,1.3175839446
S217A,30mM-Pi,2-W,19.42824134,55.2,1.1656944804
S217A,30mM-Pi,2-W,41.39113569,31.4,2.4834681414
S217A,30mM-Pi,2-W,39.58167742,29.2,2.3749006452
S217A,30mM-Pi,2-W,33.69513788,27.8,2.0217082728
S217A,30mM-Pi,2-W,11.81092458,43.4,0.7086554748
S217A,30mM-Pi,2-W,32.73721933,155.6,1.9642331598
S217A,30mM-Pi,2-W,12.00752358,82.6,0.7204514148
S217A,30mM-Pi,2-W,16.6606122,35.6,0.999636732
S217A,30mM-Pi,2-W,30.34808937,52.6,1.8208853622
S217A,30mM-Pi,2-W,33.63714377,69.6,2.0182286262
S217A,30mM-Pi,2-W,34.05128633,98.2,2.0430771798
S217A,30mM-Pi,2-W,27.21267201,165.4,1.6327603206
S217A,30mM-Pi,2-W,22.89158817,52.2,1.3734952902
S217A,30mM-Pi,2-W,24.07706821,34.8,1.4446240926
S217A,30mM-Pi,2-W,27.36907554,65.4,1.6421445324
S217A,30mM-Pi,2-W,30.18432044,32.2,1.8110592264
S217A,30mM-Pi,2-W,9.942267877,71.4,0.59653607262
S217A,30mM-Pi,2-W,34.49804532,58,2.0698827192
S217A,30mM-Pi,2-W,12.50875654,34,0.7505253924
S217A,30mM-Pi,2-W,19.54780891,40.8,1.1728685346
S217A,30mM-Pi,2-W,11.14417906,49.6,0.6686507436
S217A,30mM-Pi,2-W,10.18866475,81.2,0.611319885
S217A,30mM-Pi,2-W,10.05519094,39,0.6033114564
S217A,30mM-Pi,2-W,19.42172675,87.2,1.165303605
S217A,30mM-Pi,2-W,34.38834743,59.8,2.0633008458
S217A,30mM-Pi,2-W,3.508526688,39,0.21051160128
S217A,30mM-Pi,2-W,38.08299825,72.4,2.284979895
S217A,30mM-Pi,2-W,33.91557188,98.4,2.0349343128
S217A,30mM-Pi,2-W,22.9035029,58.2,1.374210174
S217A,30mM-Pi,2-W,47.15367019,39,2.8292202114
S217A,30mM-Pi,2-W,12.48214179,33.8,0.7489285074
S217A,30mM-Pi,2-W,18.21496716,35.6,1.0928980296
S217A,30mM-Pi,2-W,41.46124532,105.2,2.4876747192
S217A,30mM-Pi,2-W,12.81386774,125,0.7688320644
S217A,30mM-Pi,2-W,13.95856265,35,0.837513759
S217A,30mM-Pi,2-W,32.22061831,134.2,1.9332370986
S217A,30mM-Pi,2-W,15.63480809,242.8,0.9380884854
S217A,30mM-Pi,2-W,29.37674003,40.8,1.7626044018
S217A,30mM-Pi,2-W,31.77854183,40.8,1.9067125098
S217A,30mM-Pi,2-W,41.35575767,140.4,2.4813454602
S217A,30mM-Pi,2-W,32.18351379,40,1.9310108274
S217A,30mM-Pi,2-W,28.12819417,54.2,1.6876916502
S217A,30mM-Pi,2-W,55.08899989,44.2,3.3053399934
S217A,30mM-Pi,2-W,30.21942625,220.4,1.813165575
S217A,30mM-Pi,2-W,23.2357982,44.6,1.394147892
S217A,30mM-Pi,2-W,17.56291736,100,1.0537750416
S217A,30mM-Pi,2-W,18.47579031,101,1.1085474186
S217A,30mM-Pi,2-W,25.95060796,65.8,1.5570364776
S217A,30mM-Pi,2-W,28.12084289,65.6,1.6872505734
S217A,30mM-Pi,2-W,10.4599051,67.6,0.627594306
S217A,30mM-Pi,2-W,44.55113112,122.2,2.6730678672
S217A,30mM-Pi,2-W,23.67424847,37.2,1.4204549082
S217A,30mM-Pi,2-W,14.27640706,65.2,0.8565844236
S217A,30mM-Pi,2-W,24.21056835,46.6,1.452634101
S217A,30mM-Pi,2-W,35.61229065,49.4,2.136737439
S217A,30mM-Pi,2-W,56.99541213,135.4,3.4197247278
S217A,30mM-Pi,2-W,33.44073763,90.8,2.0064442578
S217A,30mM-Pi,2-W,40.21123681,55.8,2.4126742086
S217A,30mM-Pi,2-W,13.69696455,211.2,0.821817873
S217A,30mM-Pi,2-W,30.23336479,56.6,1.8140018874
S217A,30mM-Pi,2-W,49.57428865,45.2,2.974457319
S217A,30mM-Pi,2-W,11.92359988,55.2,0.7154159928
S217A,30mM-Pi,2-W,12.82456351,51,0.7694738106
S217A,30mM-Pi,2-W,15.08867218,138.2,0.9053203308
S217A,30mM-Pi,2-W,51.2177518,42,3.073065108
S217A,30mM-Pi,2-W,11.9445869,62.4,0.716675214
S217A,30mM-Pi,2-W,23.31678724,104.6,1.3990072344
S217A,30mM-Pi,2-W,38.77944393,56.8,2.3267666358
S217A,30mM-Pi,2-W,13.19057299,47.4,0.7914343794
S217A,30mM-Pi,2-W,22.28659829,111.2,1.3371958974
S217A,30mM-Pi,2-W,19.79836079,46.2,1.1879016474
S217A,30mM-Pi,2-W,22.24020086,41.4,1.3344120516
S217A,30mM-Pi,2-W,16.33670213,70.4,0.9802021278
S217A,30mM-Pi,2-W,19.89487939,135.6,1.1936927634
S217A,30mM-Pi,2-W,19.66210968,54,1.1797265808
S217A,30mM-Pi,2-W,33.0876455,43.2,1.98525873
S217A,30mM-Pi,2-W,31.21975417,58,1.8731852502
S217A,30mM-Pi,2-W,18.39017587,114.8,1.1034105522
S217A,30mM-Pi,2-W,30.88760526,55.6,1.8532563156
S217A,30mM-Pi,2-W,18.70069366,70.6,1.1220416196
S217A,30mM-Pi,2-W,17.32458629,75.2,1.0394751774
S217A,30mM-Pi,2-W,33.52418752,48.2,2.0114512512
S217A,30mM-Pi,2-W,58.82928489,48.2,3.5297570934
S217A,30mM-Pi,2-W,27.2042373,104.6,1.632254238
S217A,30mM-Pi,2-W,11.01768106,193.8,0.6610608636
S217A,30mM-Pi,2-W,29.46969882,177.2,1.7681819292
S217A,30mM-Pi,2-W,22.255435,87.2,1.3353261
S217A,30mM-Pi,2-W,9.053472116,96.8,0.54320832696
S217A,30mM-Pi,2-W,28.95519074,47,1.7373114444
S217A,30mM-Pi,2-W,9.032117044,52.2,0.54192702264
S217A,30mM-Pi,2-W,28.11041142,80.6,1.6866246852
S217A,30mM-Pi,2-W,11.17344991,61.8,0.6704069946
S217A,30mM-Pi,2-W,17.3699014,68.2,1.042194084
S217A,30mM-Pi,2-W,58.44796134,119.2,3.5068776804
S217A,30mM-Pi,2-W,41.45525351,49.4,2.4873152106
S217A,30mM-Pi,2-W,42.15765208,151.6,2.5294591248
S217A,30mM-Pi,2-W,12.70132459,81.4,0.7620794754
S217A,30mM-Pi,2-W,100.8831555,74,6.05298933
S217A,30mM-Pi,2-W,19.25132964,64.8,1.1550797784
S217A,30mM-Pi,2-W,9.084214168,107.2,0.54505285008
S217A,30mM-Pi,2-W,13.7330925,51.2,0.82398555
S217A,30mM-Pi,2-W,37.06655662,57.6,2.2239933972
S217A,30mM-Pi,2-W,50.33125243,73.8,3.0198751458
S217A,30mM-Pi,2-W,8.73910012,54.4,0.5243460072
S217A,30mM-Pi,2-W,46.23809474,54.6,2.7742856844
S217A,30mM-Pi,2-W,17.11808063,51.8,1.0270848378
S217A,30mM-Pi,2-W,13.14343316,68.6,0.7886059896
S217A,30mM-Pi,2-W,46.17574754,56.6,2.7705448524
S217A,30mM-Pi,2-W,47.7316317,89.8,2.863897902
S217A,30mM-Pi,2-W,30.13519726,55.4,1.8081118356
S217A,30mM-Pi,2-W,59.00634625,73.2,3.540380775
S217A,30mM-Pi,2-W,9.631933244,125,0.57791599464
S217A,30mM-Pi,2-W,46.78688701,63.4,2.8072132206
S217A,30mM-Pi,2-W,6.246263748,181.6,0.37477582488
S217A,30mM-Pi,2-W,19.40172707,206.2,1.1641036242
S217A,30mM-Pi,2-W,21.89484695,55.6,1.313690817
S217A,30mM-Pi,2-W,36.90957765,67.8,2.214574659
S217A,30mM-Pi,2-W,52.01458594,118.8,3.1208751564
S217A,30mM-Pi,2-W,18.40576946,159.6,1.1043461676
S217A,30mM-Pi,2-W,33.02999362,67.8,1.9817996172
S217A,30mM-Pi,2-W,47.53445238,68,2.8520671428
S217A,30mM-Pi,2-W,39.34598925,65.2,2.360759355
S217A,30mM-Pi,2-W,48.40894097,60.8,2.9045364582
S217A,30mM-Pi,2-W,11.2003425,87.8,0.67202055
S217A,30mM-Pi,2-W,35.77579005,77.6,2.146547403
S217A,30mM-Pi,2-W,39.48800312,221.4,2.3692801872
S217A,30mM-Pi,2-W,21.16187016,143.6,1.2697122096
S217A,30mM-Pi,2-W,24.64807347,294.4,1.4788844082
S217A,30mM-Pi,2-W,37.51001462,143,2.2506008772
S217A,30mM-Pi,2-W,29.05359305,78,1.743215583
S217A,30mM-Pi,2-W,24.18745848,70.2,1.4512475088
S217A,30mM-Pi,2-W,42.6843451,73,2.561060706
S217A,30mM-Pi,2-W,55.21329383,112,3.3127976298
S217A,30mM-Pi,2-W,29.25765612,96.2,1.7554593672
S217A,30mM-Pi,2-W,16.96718273,87.6,1.0180309638
S217A,30mM-Pi,2-W,39.37011846,97.4,2.3622071076
S217A,30mM-Pi,2-W,71.58293305,107.8,4.294975983
S217A,30mM-Pi,2-W,6.062119112,67.6,0.36372714672
S217A,30mM-Pi,2-W,38.10069607,110.2,2.2860417642
S217A,30mM-Pi,2-W,55.17830376,174.4,3.3106982256
S217A,30mM-Pi,2-W,43.43114597,147.2,2.6058687582
S217A,30mM-Pi,2-W,39.77522689,213.2,2.3865136134
S217A,30mM-Pi,2-W,58.48112176,109,3.5088673056
S217A,30mM-Pi,2-W,7.245968263,69.4,0.43475809578
S217A,30mM-Pi,2-W,17.05204848,79,1.0231229088
S217A,30mM-Pi,2-W,18.50348895,105.8,1.110209337
S217A,30mM-Pi,2-W,26.5099096,107.6,1.590594576
S217A,30mM-Pi,2-W,52.79086795,118.2,3.167452077
S217A,30mM-Pi,2-W,19.88578637,88,1.1931471822
S217A,30mM-Pi,2-W,34.97453865,116.2,2.098472319
S217A,30mM-Pi,2-W,12.77825665,122.6,0.766695399
S217A,30mM-Pi,2-W,18.76885028,101,1.1261310168
S217A,30mM-Pi,2-W,14.74741428,143,0.8848448568
S217A,30mM-Pi,2-W,47.9842829,294.8,2.879056974
S217A,30mM-Pi,2-W,50.21761512,294.8,3.0130569072
S217A,30mM-Pi,2-W,46.36404588,89.8,2.7818427528
S217A,30mM-Pi,2-W,47.74880154,123.6,2.8649280924
S217A,30mM-Pi,2-W,34.97795685,106.6,2.098677411
S217A,30mM-Pi,2-W,63.24406185,80,3.794643711
S217A,30mM-Pi,2-W,35.75150687,114.8,2.1450904122
S217A,30mM-Pi,2-W,21.18807539,96.4,1.2712845234
S217A,30mM-Pi,2-W,59.81269049,110.6,3.5887614294
S217A,30mM-Pi,2-W,66.1179942,98.4,3.967079652
S217A,30mM-Pi,2-W,7.335080402,85.4,0.44010482412
S217A,30mM-Pi,2-W,45.4125619,93.6,2.724753714
S217A,30mM-Pi,2-W,67.79545739,85,4.0677274434
S217A,30mM-Pi,2-W,23.92306912,103.8,1.4353841472
S217A,30mM-Pi,2-W,66.64251486,218.6,3.9985508916
S217A,30mM-Pi,2-W,33.98835649,114.6,2.0393013894
S217A,30mM-Pi,2-W,24.88187634,102.4,1.4929125804
S217A,30mM-Pi,2-W,18.56694131,115.4,1.1140164786
S217A,30mM-Pi,2-W,18.77848264,103,1.1267089584
S217A,30mM-Pi,2-W,28.537495,89.6,1.7122497
S217A,30mM-Pi,2-W,39.7758,113.2,2.386548
S217A,30mM-Pi,2-W,36.49652049,125.6,2.1897912294
S217A,30mM-Pi,2-W,29.38499651,130.6,1.7630997906
S217A,30mM-Pi,2-W,25.45437137,101.4,1.5272622822
S217A,30mM-Pi,2-W,18.2427,92.6,1.094562
S217A,30mM-Pi,2-W,26.15778335,89.8,1.569467001
S217A,30mM-Pi,2-W,30.62647095,101.6,1.837588257
S217A,30mM-Pi,2-W,17.80838694,117.4,1.0685032164
S217A,30mM-Pi,2-W,6.381195741,141.2,0.38287174446
S217A,30mM-Pi,2-W,73.97999261,157.6,4.4387995566
S217A,30mM-Pi,2-W,76.35520251,229.8,4.5813121506
S217A,30mM-Pi,2-W,36.01645934,95.4,2.1609875604
S217A,30mM-Pi,2-W,12.97236401,124,0.7783418406
S217A,30mM-Pi,2-W,6.112885384,162.4,0.36677312304
S217A,30mM-Pi,2-W,42.79511334,127.8,2.5677068004
S217A,30mM-Pi,2-W,14.56239062,360.8,0.8737434372
S217A,30mM-Pi,2-W,89.68165743,193.8,5.3808994458
S217A,30mM-Pi,2-W,25.37921036,172.4,1.5227526216
S217A,30mM-Pi,2-W,8.632714253,102.6,0.51796285518
S217A,30mM-Pi,2-W,14.52351648,357.4,0.8714109888
S217A,30mM-Pi,2-W,60.02427458,108.2,3.6014564748
S217A,30mM-Pi,2-W,49.18877728,163.2,2.9513266368
S217A,30mM-Pi,2-W,83.81155076,111.8,5.0286930456
S217A,30mM-Pi,2-W,40.09058547,109,2.4054351282
S217A,30mM-Pi,2-W,54.97959756,125.8,3.2987758536
S217A,30mM-Pi,2-W,16.19324156,213.6,0.9715944936
S217A,30mM-Pi,2-W,86.21443963,380.2,5.1728663778
S217A,30mM-Pi,2-W,60.88886404,112.8,3.6533318424
S217A,30mM-Pi,2-W,27.02362778,117,1.6214176668
S217A,30mM-Pi,2-W,89.66126947,115.2,5.3796761682
S217A,30mM-Pi,2-W,10.44600341,168.8,0.6267602046
S217A,30mM-Pi,2-W,44.63385167,173.4,2.6780311002
S217A,30mM-Pi,2-W,39.58025272,176.6,2.3748151632
S217A,30mM-Pi,2-W,70.154614,260.4,4.20927684
S217A,30mM-Pi,2-W,39.29378968,212.4,2.3576273808
S217A,30mM-Pi,2-W,41.88774507,167.2,2.5132647042
S217A,30mM-Pi,2-W,45.39850739,129.8,2.7239104434
S217A,30mM-Pi,2-W,55.48589132,131.6,3.3291534792
S217A,30mM-Pi,2-W,36.72962023,162.4,2.2037772138
S217A,30mM-Pi,2-W,58.46398714,134.4,3.5078392284
S217A,30mM-Pi,2-W,61.12544521,156,3.6675267126
S217A,30mM-Pi,2-W,55.02684467,211.2,3.3016106802
S217A,30mM-Pi,2-W,64.47670812,276,3.8686024872
S217A,30mM-Pi,2-W,45.58330614,349,2.7349983684
S217A,30mM-Pi,2-W,17.03067,238.8,1.0218402
S217A,30mM-Pi,2-W,16.21605551,149.4,0.9729633306
S217A,30mM-Pi,2-W,91.30863853,169.4,5.4785183118
S217A,30mM-Pi,2-W,9.721299899,217.8,0.58327799394
S217A,30mM-Pi,2-W,28.36787344,179.6,1.7020724064
S217A,30mM-Pi,2-W,28.72312037,328.8,1.7233872222
S217A,30mM-Pi,2-W,5.628672395,477.4,0.3377203437
S217A,30mM-Pi,2-W,50.95867747,178.6,3.0575206482
S217A,30mM-Pi,2-W,65.78106625,160.2,3.946863975
S217A,30mM-Pi,2-W,27.6036993,177,1.656221958
S217A,30mM-Pi,2-W,15.10924475,1052.2,0.906554685
S217A,30mM-Pi,2-W,69.64655405,320,4.178793243
S217A,30mM-Pi,2-W,6.726630651,259.2,0.40359783906
S217A,30mM-Pi,2-W,66.33232581,305.8,3.9799395486
S217A,30mM-Pi,2-W,19.91776291,229.6,1.1950657746
S217A,30mM-Pi,2-W,26.51302688,253.6,1.5907816128
S217A,30mM-Pi,2-W,19.76437353,186.2,1.1858624118
S217A,30mM-Pi,2-W,41.40052795,193.8,2.484031677
S217A,30mM-Pi,2-W,18.95286325,207.4,1.137171795
S217A,30mM-Pi,2-W,53.58683131,315.6,3.2152098786
S217A,30mM-Pi,2-W,12.30097627,437.2,0.7380585762
S217A,30mM-Pi,2-W,55.14010557,642.4,3.3084063342
S217A,30mM-Pi,2-W,18.09841966,820,1.0859051796
S217A,30mM-Pi,2-W,41.58420955,221,2.495052573
S217A,30mM-Pi,2-W,46.885216,217,2.81311296
S217A,30mM-Pi,2-W,8.925980298,291.4,0.53555881788
S217A,30mM-Pi,2-W,8.925980298,603.4,0.53555881788
S217A,30mM-Pi,2-W,9.932549861,425.6,0.59595299166
S217A,30mM-Pi,2-W,21.41983,239.6,1.2851898
S217A,30mM-Pi,2-W,50.38255019,286.2,3.0229530114
S217A,30mM-Pi,2-W,9.352058144,314.4,0.56112348864
S217A,30mM-Pi,2-W,24.16115143,516.8,1.4496690858
S217A,30mM-Pi,2-W,11.88339085,266.6,0.713003451
S217A,30mM-Pi,2-W,15.35038391,245.6,0.9210230346
S217A,30mM-Pi,2-W,10.55614598,451.8,0.6333687588
S217A,30mM-Pi,2-W,52.9243739,256.8,3.175462434
S217A,30mM-Pi,2-W,30.22314217,311.6,1.8133885302
S217A,30mM-Pi,2-W,48.15805425,273.4,2.889483255
S217A,30mM-Pi,2-W,44.75242875,965.2,2.685145725
S217A,30mM-Pi,2-W,9.699019152,294,0.58194114912
S217A,30mM-Pi,2-W,4.44928888,371,0.2669573328
S217A,30mM-Pi,2-W,41.47500425,459,2.488500255
S217A,30mM-Pi,2-W,20.97121578,1165,1.2582729468
S217A,30mM-Pi,2-W,15.44579376,420,0.9267476256
S217A,30mM-Pi,2-W,34.81821791,471.8,2.0890930746
S217A,30mM-Pi,2-W,27.7472018,728.6,1.664832108
S217A,30mM-Pi,2-W,18.82519,1098.4,1.1295114
S217A,30mM-Pi,2-W,51.48677943,502,3.0892067658
S217A,30mM-Pi,2-W,99.77969857,983.2,5.9867819142
S217A,30mM-Pi,2-W,42.57459333,1140.6,2.5544755998
S217A,30mM-Pi,2-W,14.08194358,1002.2,0.8449166148
S217A,30mM-Pi,2-W,48.03231518,1067.2,2.8819389108
S217A,30mM-Pi,2-W,36.06466763,1079,2.1638800578
S217A,30mM-Pi,2-W,29.78058178,2104,1.7868349068
S217A,30mM-Pi,2-W,20.02363,6331,1.2014178
S217A,30mM-Pi,3-W,4.426976468,13.8,0.4426976468
S217A,30mM-Pi,3-W,6.171672363,13.2,0.6171672363
S217A,30mM-Pi,3-W,7.250408287,5,0.7250408287
S217A,30mM-Pi,3-W,18.9913958,25,1.89913958
S217A,30mM-Pi,3-W,2.504578639,45.8,0.2504578639
S217A,30mM-Pi,3-W,2.748982015,28.8,0.2748982015
S217A,30mM-Pi,3-W,4.869696396,62.4,0.4869696396
S217A,30mM-Pi,3-W,16.31008995,100,1.631008995
S217A,30mM-Pi,3-W,26.27165531,7,2.627165531
S217A,30mM-Pi,3-W,4.36041339,8.6,0.436041339
S217A,30mM-Pi,3-W,36.74936549,106,3.674936549
S217A,30mM-Pi,3-W,14.04038653,101.6,1.404038653
S217A,30mM-Pi,3-W,12.27797123,17,1.227797123
S217A,30mM-Pi,3-W,10.07995741,69.2,1.007995741
S217A,30mM-Pi,3-W,10.07995741,69.2,1.007995741
S217A,30mM-Pi,3-W,6.561494456,6.4,0.6561494456
S217A,30mM-Pi,3-W,19.32022841,99,1.932022841
S217A,30mM-Pi,3-W,4.719632607,133.4,0.4719632607
S217A,30mM-Pi,3-W,6.376743577,45,0.6376743577
S217A,30mM-Pi,3-W,13.85170655,58.8,1.385170655
S217A,30mM-Pi,3-W,13.25238416,32.4,1.325238416
S217A,30mM-Pi,3-W,74.29758629,11.4,7.429758629
S217A,30mM-Pi,3-W,7.171661508,12.4,0.7171661508
S217A,30mM-Pi,3-W,17.81485713,32,1.781485713
S217A,30mM-Pi,3-W,10.60477072,21.6,1.060477072
S217A,30mM-Pi,3-W,25.73748749,128.4,2.573748749
S217A,30mM-Pi,3-W,15.96777278,7.8,1.596777278
S217A,30mM-Pi,3-W,9.529255498,8.2,0.9529255498
S217A,30mM-Pi,3-W,35.37737618,212.8,3.537737618
S217A,30mM-Pi,3-W,6.305942396,16.6,0.6305942396
S217A,30mM-Pi,3-W,14.12026221,8.2,1.412026221
S217A,30mM-Pi,3-W,21.27203289,27,2.127203289
S217A,30mM-Pi,3-W,17.9908088,70.4,1.79908088
S217A,30mM-Pi,3-W,3.015171493,14.6,0.3015171493
S217A,30mM-Pi,3-W,6.850145542,17.2,0.6850145542
S217A,30mM-Pi,3-W,12.99637064,30.4,1.299637064
S217A,30mM-Pi,3-W,30.46248112,25.4,3.046248112
S217A,30mM-Pi,3-W,20.81502043,96.6,2.081502043
S217A,30mM-Pi,3-W,48.18322255,167,4.818322255
S217A,30mM-Pi,3-W,5.132796392,14.4,0.5132796392
S217A,30mM-Pi,3-W,12.06015263,10.8,1.206015263
S217A,30mM-Pi,3-W,13.44028447,28.2,1.344028447
S217A,30mM-Pi,3-W,14.66350988,29.6,1.466350988
S217A,30mM-Pi,3-W,17.70201074,18,1.770201074
S217A,30mM-Pi,3-W,8.5656159,9.6,0.85656159
S217A,30mM-Pi,3-W,15.39269796,10.2,1.539269796
S217A,30mM-Pi,3-W,11.22197098,34,1.122197098
S217A,30mM-Pi,3-W,3.372551089,48.6,0.3372551089
S217A,30mM-Pi,3-W,7.932686506,34.2,0.7932686506
S217A,30mM-Pi,3-W,4.016412425,10.6,0.4016412425
S217A,30mM-Pi,3-W,21.56879335,10.4,2.156879335
S217A,30mM-Pi,3-W,6.702484064,17,0.6702484064
S217A,30mM-Pi,3-W,13.32863978,32.8,1.332863978
S217A,30mM-Pi,3-W,23.32526676,10.6,2.332526676
S217A,30mM-Pi,3-W,3.177842778,31.2,0.3177842778
S217A,30mM-Pi,3-W,3.177842778,31.2,0.3177842778
S217A,30mM-Pi,3-W,3.499119993,18.4,0.3499119993
S217A,30mM-Pi,3-W,8.951420308,10.8,0.8951420308
S217A,30mM-Pi,3-W,8.468046689,48.4,0.8468046689
S217A,30mM-Pi,3-W,16.71552846,113.4,1.671552846
S217A,30mM-Pi,3-W,24.71131244,20,2.471131244
S217A,30mM-Pi,3-W,9.666017665,56.4,0.9666017665
S217A,30mM-Pi,3-W,7.781642293,11.4,0.7781642293
S217A,30mM-Pi,3-W,3.361379542,42.2,0.3361379542
S217A,30mM-Pi,3-W,23.73207763,68.8,2.373207763
S217A,30mM-Pi,3-W,21.67778417,21.2,2.167778417
S217A,30mM-Pi,3-W,25.68352528,12.2,2.568352528
S217A,30mM-Pi,3-W,5.775171297,12.2,0.5775171297
S217A,30mM-Pi,3-W,14.35501465,30.6,1.435501465
S217A,30mM-Pi,3-W,12.79414991,23,1.279414991
S217A,30mM-Pi,3-W,3.74135549,33.8,0.374135549
S217A,30mM-Pi,3-W,10.61041658,12.6,1.061041658
S217A,30mM-Pi,3-W,17.37044577,13.2,1.737044577
S217A,30mM-Pi,3-W,27.00267261,12.8,2.700267261
S217A,30mM-Pi,3-W,5.738248366,15.8,0.5738248366
S217A,30mM-Pi,3-W,7.188545607,22.2,0.7188545607
S217A,30mM-Pi,3-W,21.8887999,25.4,2.18887999
S217A,30mM-Pi,3-W,5.763670459,61.8,0.5763670459
S217A,30mM-Pi,3-W,5.917623628,61,0.5917623628
S217A,30mM-Pi,3-W,7.027406924,50.4,0.7027406924
S217A,30mM-Pi,3-W,30.7170649,13.4,3.07170649
S217A,30mM-Pi,3-W,23.70864652,23.4,2.370864652
S217A,30mM-Pi,3-W,13.64080918,13.6,1.364080918
S217A,30mM-Pi,3-W,17.57423787,21.8,1.757423787
S217A,30mM-Pi,3-W,11.63000279,16.2,1.163000279
S217A,30mM-Pi,3-W,6.600234266,80.4,0.6600234266
S217A,30mM-Pi,3-W,9.421295593,66.4,0.9421295593
S217A,30mM-Pi,3-W,9.66747714,15.2,0.966747714
S217A,30mM-Pi,3-W,9.66747714,15.2,0.966747714
S217A,30mM-Pi,3-W,18.81825973,14.2,1.881825973
S217A,30mM-Pi,3-W,23.08856022,24,2.308856022
S217A,30mM-Pi,3-W,13.67952287,68.8,1.367952287
S217A,30mM-Pi,3-W,5.410791297,35,0.5410791297
S217A,30mM-Pi,3-W,25.36702012,31,2.536702012
S217A,30mM-Pi,3-W,6.982688316,19.8,0.6982688316
S217A,30mM-Pi,3-W,9.838982075,23.6,0.9838982075
S217A,30mM-Pi,3-W,28.50941368,32.2,2.850941368
S217A,30mM-Pi,3-W,22.58877432,14.6,2.258877432
S217A,30mM-Pi,3-W,23.39137286,119.4,2.339137286
S217A,30mM-Pi,3-W,16.62971844,26.2,1.662971844
S217A,30mM-Pi,3-W,11.79684148,14.8,1.179684148
S217A,30mM-Pi,3-W,6.601385679,14.8,0.6601385679
S217A,30mM-Pi,3-W,8.627607156,22.6,0.8627607156
S217A,30mM-Pi,3-W,50.95207658,31.6,5.095207658
S217A,30mM-Pi,3-W,8.172812334,29.4,0.8172812334
S217A,30mM-Pi,3-W,22.28349851,28.4,2.228349851
S217A,30mM-Pi,3-W,18.62755901,22.4,1.862755901
S217A,30mM-Pi,3-W,23.30443472,15.2,2.330443472
S217A,30mM-Pi,3-W,6.98944668,30,0.698944668
S217A,30mM-Pi,3-W,5.279940317,27.6,0.5279940317
S217A,30mM-Pi,3-W,54.85224783,19.4,5.485224783
S217A,30mM-Pi,3-W,29.22020939,18.2,2.922020939
S217A,30mM-Pi,3-W,8.732560121,44.6,0.8732560121
S217A,30mM-Pi,3-W,9.726301837,20.2,0.9726301837
S217A,30mM-Pi,3-W,12.94538004,18.2,1.294538004
S217A,30mM-Pi,3-W,15.4810362,26.4,1.54810362
S217A,30mM-Pi,3-W,32.19482969,21.2,3.219482969
S217A,30mM-Pi,3-W,5.861238163,19.2,0.5861238163
S217A,30mM-Pi,3-W,11.06891129,49.8,1.106891129
S217A,30mM-Pi,3-W,11.44827748,36,1.144827748
S217A,30mM-Pi,3-W,6.850962164,45,0.6850962164
S217A,30mM-Pi,3-W,23.05033085,54.2,2.305033085
S217A,30mM-Pi,3-W,9.817572895,83.4,0.9817572895
S217A,30mM-Pi,3-W,34.08631251,24.2,3.408631251
S217A,30mM-Pi,3-W,20.26010648,55.8,2.026010648
S217A,30mM-Pi,3-W,4.855254462,126.6,0.4855254462
S217A,30mM-Pi,3-W,32.9297415,16.2,3.29297415
S217A,30mM-Pi,3-W,7.085238859,18,0.7085238859
S217A,30mM-Pi,3-W,7.41599662,22.2,0.741599662
S217A,30mM-Pi,3-W,6.177513848,23.4,0.6177513848
S217A,30mM-Pi,3-W,3.367108929,24.8,0.3367108929
S217A,30mM-Pi,3-W,22.15545853,103.2,2.215545853
S217A,30mM-Pi,3-W,13.03483024,68,1.303483024
S217A,30mM-Pi,3-W,21.13825093,101.2,2.113825093
S217A,30mM-Pi,3-W,8.457037115,23.2,0.8457037115
S217A,30mM-Pi,3-W,59.71877221,67.4,5.971877221
S217A,30mM-Pi,3-W,9.237580007,95,0.9237580007
S217A,30mM-Pi,3-W,9.556588741,107.2,0.9556588741
S217A,30mM-Pi,3-W,53.24976873,90,5.324976873
S217A,30mM-Pi,3-W,15.98266506,26.6,1.598266506
S217A,30mM-Pi,3-W,28.25689156,21,2.825689156
S217A,30mM-Pi,3-W,20.22551626,40.8,2.022551626
S217A,30mM-Pi,3-W,4.854445622,29.2,0.4854445622
S217A,30mM-Pi,3-W,14.94015343,47.8,1.494015343
S217A,30mM-Pi,3-W,21.12497605,20.8,2.112497605
S217A,30mM-Pi,3-W,7.645769844,17.2,0.7645769844
S217A,30mM-Pi,3-W,27.42544971,17.4,2.742544971
S217A,30mM-Pi,3-W,11.12734595,31.2,1.112734595
S217A,30mM-Pi,3-W,28.5151692,17.6,2.85151692
S217A,30mM-Pi,3-W,8.992403189,87.6,0.8992403189
S217A,30mM-Pi,3-W,30.6335317,46.6,3.06335317
S217A,30mM-Pi,3-W,16.07251546,35.4,1.607251546
S217A,30mM-Pi,3-W,6.750032184,67,0.6750032184
S217A,30mM-Pi,3-W,4.951088714,33,0.4951088714
S217A,30mM-Pi,3-W,37.49619468,126.6,3.749619468
S217A,30mM-Pi,3-W,4.181503976,18,0.4181503976
S217A,30mM-Pi,3-W,4.715854436,25.2,0.4715854436
S217A,30mM-Pi,3-W,13.60620622,25.8,1.360620622
S217A,30mM-Pi,3-W,8.497965818,20,0.8497965818
S217A,30mM-Pi,3-W,32.0315518,20.4,3.20315518
