project,conditions,myosin type,Pi,Load,date,obs,time_off_ms,time_on_ms,displacement_nm,force,alyzer,index,hmm_state,num_windows,length_hz,start,start2,stop,cp_found_start,cp_found_stop,is_positive,keep,cp_displacements,trap_stiffness,myo_stiffness,front_sigl_ratio,back_sigl_ratio,cp_time_on_dp,cp_time_on_ms,hm_event_start,hm_event_stop,cp_event_start_dp,cp_event_stop_dp,conversion,peak_nm_index,time_to_peak_nm_ms,rate_to_peak_nm
project_myoV-MINI,S217A ,S217A,0,Low,44009,obs-07,372,106,23.95896334,0.958358534,hm-model/cp,25,2,13,390,85629,17.1258,86158,TRUE,TRUE,TRUE,TRUE,16.29861452,0.020068429,0.081800624,2.399176781,0.505994935,530,106,2857,2869,85629,86158,30,17.1696,43.8,22.83105023
project_myoV-MINI,S217A ,S217A,0,Low,44009,obs-02,1776,181,41.61297612,1.664519045,hm-model/cp,4,2,12,720,27174,5.4348,28078,TRUE,TRUE,TRUE,TRUE,28.30814702,0.012415305,0.020168406,0.985603543,2.08497736,905,181,454,465,27174,28078,60,5.4792,44.4,22.52252252
project_myoV-MINI,S217A ,S217A,0,Low,44172,obs-02,1100,71.2,5.141434802,0.205657392,hm-model/cp,65,2,6,300,251728,50.3456,252083,TRUE,TRUE,TRUE,TRUE,3.497574695,0.038034814,0.102840669,2.387661085,3.443112255,356,71.2,5036,5041,251728,252083,50,50.39,44.4,22.52252252
project_myoV-MINI,S217A ,S217A,0,Low,44009,obs-01,60,60,47.223309,1.88893236,hm-model/cp,60,2,3,225,128314,25.6628,128613,TRUE,TRUE,TRUE,TRUE,32.1247,0.013144704,0.018749234,3.369630337,1.439737922,300,60,1712,1714,128314,128613,75,25.7074,44.6,22.42152466
project_myoV-MINI,S217A ,S217A,0,Low,44172,obs-02,260,80,13.50608542,0.540243417,hm-model/cp,103,2,5,250,342826,68.5652,343225,TRUE,TRUE,TRUE,TRUE,9.187813209,0.0434476,0.096257326,1.035129949,0.188243922,400,80,6859,6863,342826,343225,50,68.61,44.8,22.32142857
project_myoV-MINI,S217A ,S217A,0,Low,44009,obs-01,45,129.8,29.720754,1.18883016,hm-model/cp,31,2,7,525,61578,12.3156,62226,TRUE,TRUE,TRUE,TRUE,20.2182,0.011423006,0.018578273,2.048268082,3.201775461,649,129.8,822,828,61578,62226,75,12.3608,45.2,22.12389381
project_myoV-MINI,S217A ,S217A,0,Low,44172,obs-02,580,55.6,20.44687768,0.817875107,hm-model/cp,131,2,6,300,402623,80.5246,402900,TRUE,TRUE,TRUE,TRUE,13.9094406,0.040917973,0.131160499,2.610279568,2.635858601,278,55.6,8052,8057,402623,402900,50,80.57,45.4,22.02643172
project_myoV-MINI,S217A ,S217A,0,Low,44172,obs-02,570,200.8,38.37493494,1.534997398,hm-model/cp,273,2,19,950,729919,145.9838,730922,TRUE,TRUE,TRUE,TRUE,26.10539792,0.037281893,0.109853962,3.839010013,4.703970235,1004,200.8,14599,14617,729919,730922,50,146.03,46.2,21.64502165
project_myoV-MINI,S217A ,S217A,0,Low,44009,obs-05,678,67.6,60.02519721,2.401007888,hm-model/cp,16,2,9,270,17976,3.5952,18313,TRUE,TRUE,TRUE,TRUE,40.83346749,0.00646315,0.01779013,0.222742027,1.246088675,338,67.6,600,608,17976,18313,30,3.6414,46.2,21.64502165
project_myoV-MINI,S217A ,S217A,0,Low,44267,obs-02,210,168,55.27672468,2.211068987,hm-model/cp,2,2,8,600,1548,0.3096,2387,TRUE,TRUE,TRUE,TRUE,37.60321407,0.018476146,0.014100828,3.001219028,1.698972281,840,168,23,30,1548,2387,75,0.356,46.4,21.55172414
project_myoV-MINI,S217A ,S217A,0,Low,44267,obs-02,1485,72.6,53.52312399,2.14092496,hm-model/cp,12,2,5,375,38645,7.729,39007,TRUE,TRUE,TRUE,TRUE,36.41028843,0.014644825,0.014772436,2.233983723,0.601842551,363,72.6,516,520,38645,39007,75,7.7754,46.4,21.55172414
project_myoV-MINI,S217A ,S217A,0,Low,44172,obs-02,140,204.6,11.83735807,0.473494323,hm-model/cp,112,2,19,950,369218,73.8436,370240,TRUE,TRUE,TRUE,TRUE,8.052624536,0.035313242,0.098643004,4.706436993,1.506513118,1023,204.6,7386,7404,369218,370240,50,73.89,46.4,21.55172414
project_myoV-MINI,S217A ,S217A,0,Low,44172,obs-02,880,115.8,17.42466546,0.696986618,hm-model/cp,144,2,10,500,434516,86.9032,435094,TRUE,TRUE,TRUE,TRUE,11.85351392,0.04052133,0.096616062,1.211542805,6.28103555,579,115.8,8692,8701,434516,435094,50,86.95,46.8,21.36752137
project_myoV-MINI,S217A ,S217A,0,Low,44172,obs-02,320,59.4,21.993601,0.87974404,hm-model/cp,173,2,3,150,510962,102.1924,511258,TRUE,TRUE,TRUE,TRUE,14.96163333,0.038224209,0.034666542,0.535868675,7.451725948,297,59.4,10222,10224,510962,511258,50,102.24,47.6,21.00840336
project_myoV-MINI,S217A ,S217A,0,Low,44267,obs-02,480,100.2,51.79773028,2.071909211,hm-model/cp,19,2,3,225,61108,12.2216,61608,TRUE,TRUE,TRUE,TRUE,35.23655121,0.013695845,0.014897407,1.594640171,0.557927438,501,100.2,817,819,61108,61608,75,12.2692,47.6,21.00840336
project_myoV-MINI,S217A ,S217A,0,Low,44172,obs-02,90,57.4,31.23726733,1.249490693,hm-model/cp,242,2,4,200,656461,131.2922,656747,TRUE,TRUE,TRUE,TRUE,21.24984172,0.030445995,0.084077823,2.428103774,4.381701002,287,57.4,13131,13134,656461,656747,50,131.34,47.8,20.92050209
project_myoV-MINI,S217A ,S217A,0,Low,44267,obs-02,750,167.6,67.80723106,2.712289242,hm-model/cp,7,2,10,750,25879,5.1758,26716,TRUE,TRUE,TRUE,TRUE,46.12736807,0.012934845,0.016919086,1.451879618,0.593554637,838,167.6,346,355,25879,26716,75,5.2236,47.8,20.92050209
project_myoV-MINI,S217A ,S217A,0,Low,44172,obs-02,1800,78,35.82522476,1.43300899,hm-model/cp,9,2,5,250,56107,11.2214,56496,TRUE,TRUE,TRUE,TRUE,24.3709012,0.037560046,0.064817625,2.235689468,2.392962639,390,78,1125,1129,56107,56496,50,11.27,48.6,20.57613169
project_myoV-MINI,S217A ,S217A,0,Low,44172,obs-02,270,88.6,4.787311853,0.191492474,hm-model/cp,115,2,6,300,374656,74.9312,375098,TRUE,TRUE,TRUE,TRUE,3.25667473,0.036202998,0.118452646,2.071452891,0.447581151,443,88.6,7494,7499,374656,375098,50,74.98,48.8,20.49180328
project_myoV-MINI,S217A ,S217A,0,Low,44172,obs-02,560,158,21.04518642,0.841807457,hm-model/cp,304,2,15,750,799206,159.8412,799995,TRUE,TRUE,TRUE,TRUE,14.31645335,0.03882241,0.118932386,6.210459683,1.623464101,790,158,15985,15999,799206,799995,50,159.89,48.8,20.49180328
project_myoV-MINI,S217A ,S217A,0,Low,44009,obs-05,216,101.2,74.95125077,2.998050031,hm-model/cp,9,2,12,360,7893,1.5786,8398,TRUE,TRUE,TRUE,TRUE,50.98724542,0.007795417,0.016270929,1.485956648,1.396954011,506,101.2,266,277,7893,8398,30,1.6274,48.8,20.49180328
project_myoV-MINI,S217A ,S217A,0,Low,44172,obs-02,30,76.8,38.36937556,1.534775022,hm-model/cp,295,2,7,350,770955,154.191,771338,TRUE,TRUE,TRUE,TRUE,26.10161603,0.029694436,0.110143158,1.977469391,1.088300768,384,76.8,15419,15425,770955,771338,50,154.24,49,20.40816327
project_myoV-MINI,S217A ,S217A,0,Low,44009,obs-06,552,53,29.48406834,1.179362734,hm-model/cp,33,2,5,150,134036,26.8072,134300,TRUE,TRUE,TRUE,TRUE,20.05718935,0.030261957,0.073843982,2.372369303,1.238707608,265,53,4470,4474,134036,134300,30,26.8566,49.4,20.24291498
project_myoV-MINI,S217A ,S217A,0,Low,44009,obs-06,228,123.2,47.86520412,1.914608165,hm-model/cp,50,2,17,510,155109,31.0218,155724,TRUE,TRUE,TRUE,TRUE,32.56136335,0.020243869,0.094921253,1.254089489,1.040541302,616,123.2,5173,5189,155109,155724,30,31.0712,49.4,20.24291498
project_myoV-MINI,S217A ,S217A,0,Low,44172,obs-02,340,107,25.6785834,1.027143336,hm-model/cp,62,2,11,550,237902,47.5804,238436,TRUE,TRUE,TRUE,TRUE,17.46842408,0.035337838,0.151804054,3.079328894,4.721472699,535,107,4758,4768,237902,238436,50,47.63,49.6,20.16129032
project_myoV-MINI,S217A ,S217A,0,Low,44009,obs-01,120,144.4,50.77376325,2.03095053,hm-model/cp,32,2,8,600,62685,12.537,63406,TRUE,TRUE,TRUE,TRUE,34.539975,0.006847288,0.020319771,2.032238177,1.323761458,722,144.4,837,844,62685,63406,75,12.587,50,20
project_myoV-MINI,S217A ,S217A,0,Low,44172,obs-04,72,73.4,9.872289327,0.394891573,hm-model/cp,7,2,2,240,21006,4.2012,21372,TRUE,TRUE,TRUE,TRUE,9.872289327,0.080370335,0.059886204,3.002373083,3.701058929,367,73.4,178,179,21006,21372,120,4.2512,50,20
project_myoV-MINI,S217A ,S217A,0,Low,44009,obs-05,72,50.6,70.11285684,2.804514274,hm-model/cp,5,2,8,240,3912,0.7824,4164,TRUE,TRUE,TRUE,TRUE,47.69582098,0.01111541,0.012961329,1.049901528,0.85888789,253,50.6,132,139,3912,4164,30,0.8324,50,20
project_myoV-MINI,S217A ,S217A,0,Low,44009,obs-01,150,72.2,54.8523444,2.194093776,hm-model/cp,69,2,5,375,154536,30.9072,154896,TRUE,TRUE,TRUE,TRUE,37.31452,0.007595995,0.019618504,0.372406223,0.908154247,361,72.2,2060,2064,154536,154896,75,30.9574,50.2,19.92031873
project_myoV-MINI,S217A ,S217A,0,Low,44009,obs-04,795,77.6,25.55949464,1.022379786,hm-model/cp,26,2,3,225,136683,27.3366,137070,TRUE,TRUE,TRUE,TRUE,17.38741132,0.025206249,0.08425589,1.940167876,1.329460587,388,77.6,1825,1827,136683,137070,75,27.3868,50.2,19.92031873
project_myoV-MINI,S217A ,S217A,0,Low,44172,obs-02,80,68.8,45.70736406,1.828294562,hm-model/cp,286,2,6,300,754049,150.8098,754392,TRUE,TRUE,TRUE,TRUE,31.09344494,0.039690504,0.072324455,1.305789538,0.956382916,344,68.8,15082,15087,754049,754392,50,150.86,50.2,19.92031873
project_myoV-MINI,S217A ,S217A,0,Low,44009,obs-02,84,120,30.19004497,1.207601799,hm-model/cp,9,2,7,420,35879,7.1758,36478,TRUE,TRUE,TRUE,TRUE,20.53744556,0.01258629,0.0180564,3.028472666,2.069080374,600,120,599,605,35879,36478,60,7.2262,50.4,19.84126984
project_myoV-MINI,S217A ,S217A,0,Low,44172,obs-04,192,85,13.41962763,0.536785105,hm-model/cp,35,2,2,240,86887,17.3774,87311,TRUE,TRUE,TRUE,TRUE,13.41962763,0.05662139,0.040662377,1.030099032,1.744429204,425,85,726,727,86887,87311,120,17.4282,50.8,19.68503937
project_myoV-MINI,S217A ,S217A,0,Low,44009,obs-05,24,57.8,31.99413733,1.279765493,hm-model/cp,12,2,8,240,12460,2.492,12748,TRUE,TRUE,TRUE,TRUE,21.76471927,0.008264084,0.014246654,3.167710877,3.989815958,289,57.8,415,422,12460,12748,30,2.5428,50.8,19.68503937
project_myoV-MINI,S217A ,S217A,0,Low,44009,obs-06,2670,54.6,35.32101726,1.41284069,hm-model/cp,7,2,7,210,41557,8.3114,41829,TRUE,TRUE,TRUE,TRUE,24.0279029,0.028493355,0.138758792,2.650309863,1.250935191,273,54.6,1387,1393,41557,41829,30,8.3626,51.2,19.53125
project_myoV-MINI,S217A ,S217A,0,Low,44004,obs-05,510,71.8,24.43016129,0.977206452,hm-model/cp,26,2,4,300,98991,19.7982,99349,TRUE,TRUE,TRUE,TRUE,16.61915734,0.014188582,0.042989172,3.834899387,1.98249567,359,71.8,1320,1323,98991,99349,75,19.8498,51.6,19.37984496
project_myoV-MINI,S217A ,S217A,0,Low,44009,obs-05,348,109,68.88389589,2.755355836,hm-model/cp,11,2,17,510,11796,2.3592,12340,TRUE,TRUE,TRUE,TRUE,46.85979312,0.006331504,0.015944656,1.854091942,1.505631866,545,109,394,410,11796,12340,30,2.4108,51.6,19.37984496
project_myoV-MINI,S217A ,S217A,0,Low,44009,obs-06,72,107.8,29.47719993,1.179087997,hm-model/cp,26,2,16,480,105649,21.1298,106187,TRUE,TRUE,TRUE,TRUE,20.05251696,0.02668552,0.076867422,4.960878687,8.111354895,539,107.8,3523,3538,105649,106187,30,21.1818,52,19.23076923
project_myoV-MINI,S217A ,S217A,0,Low,44172,obs-04,792,94.4,15.27507492,0.611002997,hm-model/cp,8,2,6,720,25655,5.131,26126,TRUE,TRUE,TRUE,TRUE,15.27507492,0.060561192,0.039264178,0.408610847,1.324820832,472,94.4,213,218,25655,26126,120,5.1834,52.4,19.08396947
project_myoV-MINI,S217A ,S217A,0,Low,44172,obs-02,390,67.2,46.60262802,1.864105121,hm-model/cp,166,2,5,250,496587,99.3174,496922,TRUE,TRUE,TRUE,TRUE,31.70246804,0.03535825,0.134541233,10.54488236,3.303817273,336,67.2,9933,9937,496587,496922,50,99.37,52.6,19.01140684
project_myoV-MINI,S217A ,S217A,0,Low,44172,obs-04,120,116.4,17.14967636,0.685987054,hm-model/cp,30,2,2,240,77307,15.4614,77888,TRUE,TRUE,TRUE,TRUE,17.14967636,0.064721186,0.043159212,0.953629938,1.824015296,582,116.4,647,648,77307,77888,120,15.5142,52.8,18.93939394
project_myoV-MINI,S217A ,S217A,0,Low,44009,obs-06,906,79.2,25.91447077,1.036578831,hm-model/cp,63,2,12,360,184885,36.977,185280,TRUE,TRUE,TRUE,TRUE,17.62889168,0.025293606,0.073882304,5.345215731,0.987378326,396,79.2,6164,6175,184885,185280,30,37.0298,52.8,18.93939394
project_myoV-MINI,S217A ,S217A,0,Low,44172,obs-02,120,61.4,3.051653206,0.122066128,hm-model/cp,292,2,6,300,766435,153.287,766741,TRUE,TRUE,TRUE,TRUE,2.075954562,0.033020848,0.091653633,3.515014393,1.22204356,307,61.4,15329,15334,766435,766741,50,153.34,53,18.86792453
project_myoV-MINI,S217A ,S217A,0,Low,44004,obs-05,45,139.8,12.93392118,0.517356847,hm-model/cp,13,2,8,600,54319,10.8638,55017,TRUE,TRUE,TRUE,TRUE,8.798585834,0.01676368,0.030197411,0.84865379,1.345948508,699,139.8,724,731,54319,55017,75,10.9172,53.4,18.72659176
project_myoV-MINI,S217A ,S217A,0,Low,44009,obs-06,54,53.8,29.23471505,1.169388602,hm-model/cp,18,2,7,210,86960,17.392,87228,TRUE,TRUE,TRUE,TRUE,19.88756126,0.024430728,0.102789756,7.125450859,0.908391766,269,53.8,2900,2906,86960,87228,30,17.4454,53.4,18.72659176
project_myoV-MINI,S217A ,S217A,0,Low,44004,obs-07,2385,619.4,35.46744024,1.41869761,hm-model/cp,3,2,40,3000,28868,5.7736,31964,TRUE,TRUE,TRUE,TRUE,24.12751037,0.029959804,0.631730517,2.018250451,14.79510525,3097,619.4,387,426,28868,31964,75,5.827,53.4,18.72659176
project_myoV-MINI,S217A ,S217A,0,Low,44172,obs-02,380,157.8,13.14418271,0.525767308,hm-model/cp,121,2,13,650,386183,77.2366,386971,TRUE,TRUE,TRUE,TRUE,8.941620892,0.031457016,0.134063243,4.166559537,0.15254181,789,157.8,7725,7737,386183,386971,50,77.29,53.4,18.72659176
project_myoV-MINI,S217A ,S217A,0,Low,44009,obs-05,264,54.6,47.65847594,1.906339038,hm-model/cp,26,2,8,240,28504,5.7008,28776,TRUE,TRUE,TRUE,TRUE,32.42073193,0.006408621,0.038187024,4.372378749,3.28725807,273,54.6,950,957,28504,28776,30,5.7552,54.4,18.38235294
project_myoV-MINI,S217A ,S217A,0,Low,44009,obs-04,1020,74.8,29.707083,1.18828332,hm-model/cp,30,2,6,450,161846,32.3692,162219,TRUE,TRUE,TRUE,TRUE,20.2089,0.025370704,0.092628271,0.564349316,2.125731689,374,74.8,2157,2162,161846,162219,75,32.4236,54.4,18.38235294
project_myoV-MINI,S217A ,S217A,0,Low,44009,obs-04,435,60.8,65.17086849,2.60683474,hm-model/cp,6,2,3,225,25732,5.1464,26035,TRUE,TRUE,TRUE,TRUE,44.33392414,0.024302816,0.14380108,4.665945671,4.930668855,304,60.8,344,346,25732,26035,75,5.201,54.6,18.31501832
project_myoV-MINI,S217A ,S217A,0,Low,44172,obs-02,50,64.8,12.61281047,0.504512419,hm-model/cp,281,2,8,400,744326,148.8652,744649,TRUE,TRUE,TRUE,TRUE,8.580143176,0.066816359,0.149770652,2.221562045,2.901500278,324,64.8,14886,14893,744326,744649,50,148.92,54.8,18.24817518
project_myoV-MINI,S217A ,S217A,0,Low,44009,obs-05,24,57.6,27.38178846,1.095271538,hm-model/cp,15,2,10,300,14319,2.8638,14606,TRUE,TRUE,TRUE,TRUE,18.62706698,0.007044689,0.016467341,2.844778339,0.917630268,288,57.6,477,486,14319,14606,30,2.9188,55,18.18181818
project_myoV-MINI,S217A ,S217A,0,Low,44172,obs-02,410,71.2,24.97498857,0.998999543,hm-model/cp,47,2,7,350,205668,41.1336,206023,TRUE,TRUE,TRUE,TRUE,16.98978814,0.033622886,0.130907091,0.487953751,2.137107818,356,71.2,4113,4119,205668,206023,50,41.19,56.4,17.73049645
project_myoV-MINI,S217A ,S217A,0,Low,44009,obs-06,504,57.6,14.73027193,0.589210877,hm-model/cp,3,2,9,270,12785,2.557,13072,TRUE,TRUE,TRUE,TRUE,10.02059315,0.029639369,0.061690961,2.455828612,2.43680709,288,57.6,426,434,12785,13072,30,2.6136,56.6,17.66784452
project_myoV-MINI,S217A ,S217A,0,Low,44172,obs-02,300,63.8,16.13568507,0.645427403,hm-model/cp,256,2,4,200,679364,135.8728,679682,TRUE,TRUE,TRUE,TRUE,10.97665651,0.034050823,0.099526414,2.711594754,2.273101906,319,63.8,13590,13593,679364,679682,50,135.93,57.2,17.48251748
project_myoV-MINI,S217A ,S217A,0,Low,44172,obs-02,1010,70.8,15.4060745,0.61624298,hm-model/cp,301,2,4,200,791063,158.2126,791416,TRUE,TRUE,TRUE,TRUE,10.48032279,0.032898198,0.097334221,0.581074772,1.341146144,354,70.8,15824,15827,791063,791416,50,158.27,57.4,17.42160279
project_myoV-MINI,S217A ,S217A,0,Low,44009,obs-06,1140,98.4,12.51513697,0.500605479,hm-model/cp,17,2,13,390,86297,17.2594,86788,TRUE,TRUE,TRUE,TRUE,8.513698616,0.030219425,0.070327343,1.985418953,0.688238938,492,98.4,2878,2890,86297,86788,30,17.3172,57.8,17.30103806
project_myoV-MINI,S217A ,S217A,0,Low,44172,obs-02,180,68.6,10.15448276,0.40617931,hm-model/cp,243,2,4,200,657511,131.5022,657853,TRUE,TRUE,TRUE,TRUE,6.907811404,0.034650338,0.118850496,3.113043942,5.512702071,343,68.6,13153,13156,657511,657853,50,131.56,57.8,17.30103806
project_myoV-MINI,S217A ,S217A,0,Low,44267,obs-02,405,67,76.46753426,3.05870137,hm-model/cp,24,2,4,300,82505,16.501,82839,TRUE,TRUE,TRUE,TRUE,52.01873079,0.015033107,0.027665337,2.279264197,2.566016427,335,67,1101,1104,82505,82839,75,16.5594,58.4,17.12328767
project_myoV-MINI,S217A ,S217A,0,Low,44009,obs-04,300,65.2,32.1813429,1.287253716,hm-model/cp,12,2,2,150,48985,9.797,49310,TRUE,TRUE,TRUE,TRUE,21.89207,0.029851017,0.113993647,2.619005662,0.927210954,326,65.2,655,656,48985,49310,75,9.8556,58.6,17.06484642
project_myoV-MINI,S217A ,S217A,0,Low,44172,obs-02,890,85,16.82175735,0.672870294,hm-model/cp,35,2,7,350,172005,34.401,172429,TRUE,TRUE,TRUE,TRUE,11.44337235,0.035946937,0.077747725,3.941691902,1.744504788,425,85,3441,3447,172005,172429,50,34.46,59,16.94915254
project_myoV-MINI,S217A ,S217A,0,Low,44009,obs-04,30,81.8,44.203341,1.76813364,hm-model/cp,20,2,5,375,81935,16.387,82343,TRUE,TRUE,TRUE,TRUE,30.0703,0.027409471,0.045200045,2.154324122,1.401215609,409,81.8,1093,1097,81935,82343,75,16.446,59,16.94915254
project_myoV-MINI,S217A ,S217A,0,Low,44172,obs-04,120,74.6,20.34282353,0.813712941,hm-model/cp,20,2,2,240,54531,10.9062,54903,TRUE,TRUE,TRUE,TRUE,20.34282353,0.05764394,0.040283669,3.017010383,0.997796999,373,74.6,457,458,54531,54903,120,10.9654,59.2,16.89189189
project_myoV-MINI,S217A ,S217A,0,Low,44172,obs-02,320,115.6,13.63347159,0.545338864,hm-model/cp,153,2,10,500,460353,92.0706,460930,TRUE,TRUE,TRUE,TRUE,9.274470467,0.034517544,0.089569842,2.692535125,9.591844923,578,115.6,9208,9217,460353,460930,50,92.13,59.4,16.83501684
project_myoV-MINI,S217A ,S217A,0,Low,44172,obs-02,670,79,21.57221262,0.862888505,hm-model/cp,233,2,5,250,637951,127.5902,638345,TRUE,TRUE,TRUE,TRUE,14.67497457,0.03655847,0.088459005,0.754088293,3.813312959,395,79,12762,12766,637951,638345,50,127.65,59.8,16.72240803
project_myoV-MINI,S217A ,S217A,0,Low,44009,obs-04,1905,70,38.26686869,1.530674748,hm-model/cp,21,2,3,225,91781,18.3562,92130,TRUE,TRUE,TRUE,TRUE,26.03188346,0.022801808,0.103796575,3.832847416,6.151962482,350,70,1225,1227,91781,92130,75,18.4164,60.2,16.61129568
project_myoV-MINI,S217A ,S217A,0,Low,44009,obs-06,1584,89.6,50.67127148,2.026850859,hm-model/cp,9,2,12,360,54129,10.8258,54576,TRUE,TRUE,TRUE,TRUE,34.47025271,0.024313402,0.134822743,0.581263315,5.476661241,448,89.6,1807,1818,54129,54576,30,10.886,60.2,16.61129568
project_myoV-MINI,S217A ,S217A,0,Low,44172,obs-04,96,168.4,24.70863402,0.988345361,hm-model/cp,29,2,6,720,76005,15.201,76846,TRUE,TRUE,TRUE,TRUE,24.70863402,0.065347005,0.062654373,0.409483184,2.780564311,842,168.4,636,641,76005,76846,120,15.2618,60.8,16.44736842
project_myoV-MINI,S217A ,S217A,0,Low,44009,obs-06,234,61.2,26.12234737,1.044893895,hm-model/cp,52,2,9,270,159306,31.8612,159611,TRUE,TRUE,TRUE,TRUE,17.77030433,0.030027832,0.083220946,2.420729573,1.270079332,306,61.2,5312,5320,159306,159611,30,31.922,60.8,16.44736842
project_myoV-MINI,S217A ,S217A,0,Low,44009,obs-07,312,68.8,20.59557634,0.823823054,hm-model/cp,27,2,12,360,90069,18.0138,90412,TRUE,TRUE,TRUE,TRUE,14.01059615,0.038482102,0.064133933,2.748512058,2.185319786,344,68.8,3002,3013,90069,90412,30,18.0746,60.8,16.44736842
project_myoV-MINI,S217A ,S217A,0,Low,44009,obs-01,45,106,36.209236,1.44836944,hm-model/cp,67,2,5,375,152180,30.436,152709,TRUE,TRUE,TRUE,TRUE,24.63213333,0.007269472,0.017177114,1.791946981,0.704343392,530,106,2030,2034,152180,152709,75,30.4974,61.4,16.28664495
project_myoV-MINI,S217A ,S217A,0,Low,44172,obs-02,190,72.6,27.46591649,1.09863666,hm-model/cp,76,2,6,300,275891,55.1782,276253,TRUE,TRUE,TRUE,TRUE,18.68429693,0.044909937,0.113670067,0.789476298,4.323590761,363,72.6,5519,5524,275891,276253,50,55.24,61.8,16.18122977
project_myoV-MINI,S217A ,S217A,0,Low,44009,obs-04,1695,72.4,40.33889963,1.613555985,hm-model/cp,19,2,4,300,81452,16.2904,81813,TRUE,TRUE,TRUE,TRUE,27.44142832,0.023068094,0.08271848,3.303213094,4.039486574,362,72.4,1087,1090,81452,81813,75,16.353,62.6,15.97444089
project_myoV-MINI,S217A ,S217A,0,Low,44172,obs-04,1536,65.4,19.61542826,0.78461713,hm-model/cp,6,2,1,120,20546,4.1092,20872,TRUE,TRUE,TRUE,TRUE,19.61542826,0.057860108,0.058862189,2.481695308,0.986437072,327,65.4,174,174,20546,20872,120,4.1728,63.6,15.72327044
project_myoV-MINI,S217A ,S217A,0,Low,44172,obs-02,120,126.8,11.29927513,0.451971005,hm-model/cp,279,2,11,550,742028,148.4056,742661,TRUE,TRUE,TRUE,TRUE,7.686581719,0.038339864,0.082371246,7.29195634,0.623288959,634,126.8,14842,14852,742028,742661,50,148.47,64.4,15.52795031
project_myoV-MINI,S217A ,S217A,0,Low,44009,obs-04,600,199.6,26.51075175,1.06043007,hm-model/cp,4,2,11,825,18881,3.7762,19878,TRUE,TRUE,TRUE,TRUE,18.034525,0.0296315,0.076261767,6.29501358,1.29848421,998,199.6,253,263,18881,19878,75,3.841,64.8,15.43209877
project_myoV-MINI,S217A ,S217A,0,Low,44172,obs-04,168,109.4,18.80398099,0.75215924,hm-model/cp,21,2,3,360,55604,11.1208,56150,TRUE,TRUE,TRUE,TRUE,18.80398099,0.055327012,0.040975355,2.964591856,0.882466348,547,109.4,466,468,55604,56150,120,11.1856,64.8,15.43209877
project_myoV-MINI,S217A ,S217A,0,Low,44009,obs-04,795,92.8,17.99161846,0.719664738,hm-model/cp,32,2,5,375,166562,33.3124,167025,TRUE,TRUE,TRUE,TRUE,12.23919623,0.027728427,0.088040997,4.398783646,0.701196809,464,92.8,2222,2226,166562,167025,75,33.3774,65,15.38461538
project_myoV-MINI,S217A ,S217A,0,Low,44009,obs-01,60,66.4,46.92828,1.8771312,hm-model/cp,64,2,4,300,145876,29.1752,146207,TRUE,TRUE,TRUE,TRUE,31.924,0.008629075,0.040112191,1.715482175,0.984101609,332,66.4,1945,1948,145876,146207,75,29.2404,65.2,15.33742331
project_myoV-MINI,S217A ,S217A,0,Low,44172,obs-02,240,101.8,44.06471045,1.762588418,hm-model/cp,185,2,8,400,534421,106.8842,534929,TRUE,TRUE,TRUE,TRUE,29.9759935,0.038818204,0.094340824,2.710785696,0.854698761,509,101.8,10690,10697,534421,534929,50,106.95,65.8,15.19756839
project_myoV-MINI,S217A ,S217A,0,Low,44009,obs-03,1290,68.8,64.44871773,2.577948709,hm-model/cp,4,2,5,250,23776,4.7552,24119,TRUE,TRUE,TRUE,TRUE,43.84266512,0.00924751,0.017696588,1.919237775,3.914608913,344,68.8,477,481,23776,24119,50,4.8212,66,15.15151515
project_myoV-MINI,S217A ,S217A,0,Low,44009,obs-01,30,132,43.640919,1.74563676,hm-model/cp,6,2,6,450,7943,1.5886,8602,TRUE,TRUE,TRUE,TRUE,29.6877,0.00800205,0.016660895,0.135960116,1.738429802,660,132,108,113,7943,8602,75,1.655,66.4,15.06024096
project_myoV-MINI,S217A ,S217A,0,Low,44172,obs-02,1080,119,9.350625044,0.374025002,hm-model/cp,317,2,8,400,835614,167.1228,836208,TRUE,TRUE,TRUE,TRUE,6.360969418,0.032584121,0.092862109,2.535452543,1.201000045,595,119,16715,16722,835614,836208,50,167.19,67.2,14.88095238
project_myoV-MINI,S217A ,S217A,0,Low,44172,obs-02,210,94,13.18320854,0.527328342,hm-model/cp,52,2,8,400,215462,43.0924,215931,TRUE,TRUE,TRUE,TRUE,8.968169078,0.037333659,0.129725743,1.439569132,8.228415781,470,94,4311,4318,215462,215931,50,43.16,67.6,14.79289941
project_myoV-MINI,S217A ,S217A,0,Low,44172,obs-02,70,163.2,0.035085959,0.001403438,hm-model/cp,10,2,16,800,56811,11.3622,57626,TRUE,TRUE,TRUE,TRUE,0.023867999,0.037383122,0.092775848,4.409214278,5.985640505,816,163.2,1137,1152,56811,57626,50,11.43,67.8,14.74926254
project_myoV-MINI,S217A ,S217A,0,Low,44172,obs-02,240,90.2,0.741763385,0.029670535,hm-model/cp,234,2,8,400,639510,127.902,639960,TRUE,TRUE,FALSE,TRUE,0.504600942,0.039809034,0.089216909,2.056124001,3.859274285,451,90.2,12791,12798,639510,639960,50,127.97,68,14.70588235
