project,conditions,date,obs,time_off_ms,time_on_ms,displacement_nm,force,alyzer,index,hmm_state,num_windows,length_hz,start,stop,cp_found_start,cp_found_stop,is_positive,keep,cp_displacements,trap_stiffness,myo_stiffness,front_sigl_ratio,back_sigl_ratio,cp_time_on_dp,cp_time_on_ms,hm_event_start,hm_event_stop,cp_event_start_dp,cp_event_stop_dp,conversion,peak_nm_index
project_myoV-MINI,WT,44235,obs-03,210,193.8,26.47516201,0.52950324,hm-model/cp,27,2,12,900,41638,42606,TRUE,TRUE,TRUE,TRUE,18.01031429,0.056528503,0.080702425,6.308490665,2.879695233,969,193.8,556,567,41638,42606,75,8.3642
project_myoV-MINI,WT,44235,obs-02,45,223,26.48184202,0.52963684,hm-model/cp,43,2,13,975,75788,76902,TRUE,TRUE,TRUE,TRUE,18.01485852,0.033186737,0.045392505,2.738799606,3.009792477,1115,223,1012,1024,75788,76902,75,15.2778
project_myoV-MINI,WT,44235,obs-01,405,119.6,26.53231386,0.530646277,hm-model/cp,30,2,4,300,72076,72673,TRUE,TRUE,TRUE,TRUE,18.0491931,0.028440473,0.037918927,2.340509252,1.157325924,598,119.6,963,966,72076,72673,75,14.5042
project_myoV-MINI,WT,44235,obs-03,1245,148.8,26.55403749,0.53108075,hm-model/cp,47,2,8,600,127440,128183,TRUE,TRUE,TRUE,TRUE,18.06397108,0.042606123,0.068151754,1.554682493,1.196056399,744,148.8,1701,1708,127440,128183,75,25.5614
project_myoV-MINI,WT,44185,obs-22,75,80.8,26.5630651,0.531261302,hm-model/cp,12,2,4,300,45121,45524,TRUE,TRUE,TRUE,TRUE,18.07011231,0.042550247,0.090607554,4.133025094,1.883523122,404,80.8,603,606,45121,45524,75,9.0754
project_myoV-MINI,WT,44185,obs-09,255,206.8,26.58346215,0.531669243,hm-model/cp,18,2,14,1050,52007,53040,TRUE,TRUE,TRUE,TRUE,18.08398786,0.062470985,0.097951067,2.767472445,2.798669356,1034,206.8,693,706,52007,53040,75,10.5684
project_myoV-MINI,WT,44235,obs-05,540,542.6,26.5961716,0.531923432,hm-model/cp,11,2,35,2625,110132,112844,TRUE,TRUE,TRUE,TRUE,18.09263374,0.035468709,0.184198289,16.40060745,1.364662762,2713,542.6,1469,1503,110132,112844,75,22.2042
project_myoV-MINI,WT,44235,obs-13,240,117.8,26.62428013,0.532485603,hm-model/cp,8,2,5,375,17475,18063,TRUE,TRUE,TRUE,TRUE,18.11175519,0.044359666,0.078829107,1.824707838,2.870642604,589,117.8,236,240,17475,18063,75,3.5944
project_myoV-MINI,WT,44185,obs-02,1530,200.4,26.66883761,0.533376752,hm-model/cp,18,2,11,825,139719,140720,TRUE,TRUE,TRUE,TRUE,18.1420664,0.051040886,0.064448856,2.991166744,0.427359804,1002,200.4,1865,1875,139719,140720,75,28.0554
project_myoV-MINI,WT,44235,obs-02,225,85.6,26.69762018,0.533952404,hm-model/cp,38,2,4,300,66875,67302,TRUE,TRUE,TRUE,TRUE,18.16164638,0.029335202,0.050352544,2.181706114,0.836444282,428,85.6,893,896,66875,67302,75,13.4568
project_myoV-MINI,WT,44235,obs-13,210,128.8,26.70331519,0.534066304,hm-model/cp,12,2,8,600,25906,26549,TRUE,TRUE,TRUE,TRUE,18.16552054,0.039888659,0.100762264,1.339698847,2.055818485,644,128.8,346,353,25906,26549,75,5.2006
project_myoV-MINI,WT,44185,obs-01,495,135,26.71567888,0.534313578,hm-model/cp,58,2,8,600,190227,190901,TRUE,TRUE,TRUE,TRUE,18.17393121,0.068153784,0.10211033,0.662405556,2.69516803,675,135,2537,2544,190227,190901,75,38.0504
project_myoV-MINI,WT,44235,obs-08,435,44.2,26.79643505,0.535928701,hm-model/cp,15,2,2,150,51471,51691,TRUE,TRUE,TRUE,TRUE,18.22886738,0.024818898,0.041159006,3.850258664,1.711535359,221,44.2,688,689,51471,51691,75,10.3338
project_myoV-MINI,WT,44185,obs-01,180,41.2,26.80406949,0.53608139,hm-model/cp,23,2,2,150,98411,98616,TRUE,TRUE,TRUE,TRUE,18.23406088,0.040656308,0.098476778,5.967817545,1.222671722,206,41.2,1313,1314,98411,98616,75,19.7232
project_myoV-MINI,WT,44185,obs-22,75,263.2,26.81684603,0.536336921,hm-model/cp,2,2,16,1200,2806,4121,TRUE,TRUE,TRUE,TRUE,18.2427524,0.070907188,0.086257296,4.82374033,3.918569666,1316,263.2,39,54,2806,4121,75,0.7068
project_myoV-MINI,WT,44185,obs-20,90,521,26.84027308,0.536805462,hm-model/cp,37,2,34,2550,83207,85811,TRUE,TRUE,TRUE,TRUE,18.25868917,0.063426273,0.075840952,2.653711151,1.001644459,2605,521,1110,1143,83207,85811,75,16.9696
project_myoV-MINI,WT,44185,obs-08,75,134.4,26.8702476,0.537404952,hm-model/cp,38,2,6,450,128330,129001,TRUE,TRUE,TRUE,TRUE,18.27908,0.050281847,0.070514387,2.103953378,0.317540228,672,134.4,1714,1719,128330,129001,75,25.7664
project_myoV-MINI,WT,44235,obs-03,270,144.6,26.87117533,0.537423507,hm-model/cp,30,2,8,600,45766,46488,TRUE,TRUE,TRUE,TRUE,18.27971111,0.055929445,0.063090846,1.318496239,4.988350841,723,144.6,611,618,45766,46488,75,9.197
project_myoV-MINI,WT,44185,obs-21,465,326,26.88582432,0.537716486,hm-model/cp,5,2,21,1575,8889,10518,TRUE,TRUE,TRUE,TRUE,18.28967641,0.065550823,0.108107179,1.868221318,1.434038827,1630,326,119,139,8889,10518,75,2.0642
project_myoV-MINI,WT,44235,obs-08,945,248.4,26.88660373,0.537732075,hm-model/cp,11,2,15,1125,43027,44268,TRUE,TRUE,TRUE,TRUE,18.29020662,0.028017929,0.050737414,4.217961487,1.599239495,1242,248.4,575,589,43027,44268,75,8.7418
project_myoV-MINI,WT,44235,obs-13,45,140.6,26.9054876,0.538109752,hm-model/cp,5,2,9,675,13076,13778,TRUE,TRUE,TRUE,TRUE,18.30305279,0.03424236,0.086144593,3.833896472,1.743081099,703,140.6,175,183,13076,13778,75,2.74
project_myoV-MINI,WT,44185,obs-10,255,292.4,26.91462777,0.538292555,hm-model/cp,16,2,16,1200,67012,68473,TRUE,TRUE,TRUE,TRUE,18.30927059,0.054789713,0.107803982,0.898045471,1.120017599,1462,292.4,895,910,67012,68473,75,13.6008
project_myoV-MINI,WT,44235,obs-07,1350,292.6,26.9409742,0.538819484,hm-model/cp,32,2,18,1350,87482,88944,TRUE,TRUE,TRUE,TRUE,18.32719333,0.038864299,0.057057571,1.417138641,1.433808818,1463,292.6,1168,1185,87482,88944,75,17.6234
project_myoV-MINI,WT,44235,obs-03,570,222.8,26.94112327,0.538822465,hm-model/cp,98,2,14,1050,246586,247699,TRUE,TRUE,TRUE,TRUE,18.32729474,0.045758376,0.077748576,3.391788904,1.315207167,1114,222.8,3289,3302,246586,247699,75,49.3236
project_myoV-MINI,WT,44185,obs-01,30,380.2,26.96238079,0.539247616,hm-model/cp,11,2,22,1650,70369,72269,TRUE,TRUE,TRUE,TRUE,18.34175564,0.10089009,0.065352106,0.438429448,0.973039334,1901,380.2,941,962,70369,72269,75,14.254
project_myoV-MINI,WT,44002,obs-02,2355,596.2,27.00697108,0.540139422,hm-model/cp,14,2,37,2775,172218,175198,TRUE,TRUE,TRUE,TRUE,18.37208917,0.037694453,0.063015662,0.973059898,1.53412184,2981,596.2,2297,2333,172218,175198,75,34.8194
project_myoV-MINI,WT,44235,obs-04,1785,109,27.06406376,0.541281275,hm-model/cp,4,2,6,450,20166,20710,TRUE,TRUE,TRUE,TRUE,18.41092773,0.041290566,0.150867601,1.015209163,1.146695092,545,109,270,275,20166,20710,75,4.1412
project_myoV-MINI,WT,44185,obs-01,390,99.8,27.08254915,0.541650983,hm-model/cp,48,2,3,225,162452,162950,TRUE,TRUE,TRUE,TRUE,18.42350282,0.051151857,0.085947879,1.435803212,1.118753185,499,99.8,2169,2171,162452,162950,75,32.5862
project_myoV-MINI,WT,44002,obs-03,1515,465.2,27.08518646,0.541703729,hm-model/cp,4,2,30,2250,35109,37434,TRUE,TRUE,TRUE,TRUE,18.42529691,0.038089305,0.065753942,3.102953821,1.665652602,2326,465.2,469,498,35109,37434,75,7.0296
project_myoV-MINI,WT,44185,obs-13,675,126.8,27.08794663,0.541758933,hm-model/cp,4,2,9,675,33726,34359,TRUE,TRUE,TRUE,TRUE,18.42717458,0.063057775,0.085487634,0.431844682,2.79107251,634,126.8,449,457,33726,34359,75,6.846
project_myoV-MINI,WT,44235,obs-02,60,240.8,27.10234728,0.542046946,hm-model/cp,46,2,13,975,79984,81187,TRUE,TRUE,TRUE,TRUE,18.43697094,0.031721012,0.043504439,0.90552764,4.725563785,1204,240.8,1069,1081,79984,81187,75,16.075
project_myoV-MINI,WT,44185,obs-08,60,567.2,27.113709,0.54227418,hm-model/cp,46,2,36,2700,148728,151563,TRUE,TRUE,TRUE,TRUE,18.4447,0.039541923,0.074435511,2.22779114,1.075719522,2836,567.2,1985,2020,148728,151563,75,30.3086
project_myoV-MINI,WT,44185,obs-10,150,199.8,27.1179132,0.542358264,hm-model/cp,8,2,11,825,27472,28470,TRUE,TRUE,TRUE,TRUE,18.44756,0.060068887,0.104001273,3.014545357,0.791538228,999,199.8,368,378,27472,28470,75,5.5724
project_myoV-MINI,WT,44235,obs-13,360,72.4,27.14520027,0.542904005,hm-model/cp,2,2,3,225,6715,7076,TRUE,TRUE,TRUE,TRUE,18.46612263,0.042279387,0.095031442,2.696476528,2.179194467,362,72.4,91,93,6715,7076,75,1.3618
project_myoV-MINI,WT,44235,obs-13,360,225.8,27.14595127,0.542919025,hm-model/cp,3,2,13,975,8713,9841,TRUE,TRUE,TRUE,TRUE,18.46663352,0.039141645,0.054896412,0.986867485,0.845934759,1129,225.8,118,130,8713,9841,75,1.8466
project_myoV-MINI,WT,44185,obs-01,315,130.2,27.16519153,0.543303831,hm-model/cp,31,2,8,600,124638,125288,TRUE,TRUE,TRUE,TRUE,18.47972213,0.045838438,0.084818769,1.985433648,1.468355604,651,130.2,1662,1669,124638,125288,75,25.0082
project_myoV-MINI,WT,44235,obs-01,135,213.8,27.17119817,0.543423963,hm-model/cp,10,2,14,1050,24964,26032,TRUE,TRUE,TRUE,TRUE,18.48380828,0.0253118,0.042656766,1.537792878,3.066498664,1069,213.8,333,346,24964,26032,75,5.1346
project_myoV-MINI,WT,44235,obs-03,705,78.4,27.23627885,0.544725577,hm-model/cp,87,2,3,225,212971,213362,TRUE,TRUE,TRUE,TRUE,18.52808085,0.035245899,0.077865058,2.409564257,1.205622714,392,78.4,2841,2843,212971,213362,75,42.6538
project_myoV-MINI,WT,44185,obs-09,720,79.8,27.32771294,0.546554259,hm-model/cp,29,2,4,300,98372,98770,TRUE,TRUE,TRUE,TRUE,18.59028091,0.062298502,0.131660502,1.39710845,3.52971868,399,79.8,1313,1316,98372,98770,75,19.7358
project_myoV-MINI,WT,44235,obs-03,1200,204,27.3464541,0.546929082,hm-model/cp,92,2,10,750,226502,227521,TRUE,TRUE,TRUE,TRUE,18.60303,0.03470722,0.093747457,1.312587887,2.206598494,1020,204,3023,3032,226502,227521,75,45.4726
project_myoV-MINI,WT,44185,obs-02,2250,181.6,27.34832066,0.546966413,hm-model/cp,11,2,13,975,79292,80199,TRUE,TRUE,TRUE,TRUE,18.60429977,0.052143392,0.102095522,2.155594596,2.277774014,908,181.6,1057,1069,79292,80199,75,15.967
project_myoV-MINI,WT,44185,obs-18,3270,146.8,27.35189423,0.547037885,hm-model/cp,13,2,7,525,60531,61264,TRUE,TRUE,TRUE,TRUE,18.60673077,0.037315086,0.054467738,1.622892902,3.137595954,734,146.8,810,816,60531,61264,75,12.22
project_myoV-MINI,WT,44002,obs-02,645,43,27.36061089,0.547212218,hm-model/cp,7,2,2,150,86346,86560,TRUE,TRUE,TRUE,TRUE,18.61266047,0.03946669,0.067746758,8.609866389,0.795287914,215,43,1152,1153,86346,86560,75,17.31
project_myoV-MINI,WT,44235,obs-14,1425,96.8,27.36318152,0.54726363,hm-model/cp,12,2,4,300,52170,52653,TRUE,TRUE,TRUE,TRUE,18.6144092,0.031961793,0.123243787,2.609741942,4.017269091,484,96.8,697,700,52170,52653,75,10.4956
project_myoV-MINI,WT,44235,obs-03,210,174.6,27.404097,0.54808194,hm-model/cp,88,2,10,750,214242,215114,TRUE,TRUE,TRUE,TRUE,18.64224286,0.047102502,0.075466281,2.209437827,4.1247588,873,174.6,2858,2867,214242,215114,75,42.9592
project_myoV-MINI,WT,44185,obs-22,645,313,27.43630256,0.548726051,hm-model/cp,11,2,20,1500,43355,44919,TRUE,TRUE,TRUE,TRUE,18.6641514,0.064006115,0.078746089,3.04031453,2.296935192,1565,313,578,597,43355,44919,75,8.818
project_myoV-MINI,WT,44185,obs-24,1050,98.2,27.43689756,0.548737951,hm-model/cp,16,2,5,375,65268,65758,TRUE,TRUE,TRUE,TRUE,18.66455616,0.075743729,0.20883647,1.53933518,2.608496396,491,98.2,872,876,65268,65758,75,13.0804
project_myoV-MINI,WT,44235,obs-03,180,47.2,27.5347415,0.55069483,hm-model/cp,73,2,2,150,185931,186166,TRUE,TRUE,TRUE,TRUE,18.73111667,0.040665449,0.126063738,1.240127487,3.036541509,236,47.2,2480,2481,185931,186166,75,37.2208
project_myoV-MINI,WT,44185,obs-20,90,126,27.55483977,0.551096795,hm-model/cp,36,2,7,525,82160,82789,TRUE,TRUE,TRUE,TRUE,18.74478896,0.069234603,0.120943504,3.973904975,6.137537686,630,126,1097,1103,82160,82789,75,16.5578
project_myoV-MINI,WT,44235,obs-08,75,45.6,27.564714,0.55129428,hm-model/cp,9,2,4,300,33609,33836,TRUE,TRUE,TRUE,TRUE,18.75150612,0.034208085,0.044140221,3.231135801,1.44228079,228,45.6,448,451,33609,33836,75,6.7572
project_myoV-MINI,WT,44185,obs-20,60,380.2,27.59580904,0.551916181,hm-model/cp,16,2,24,1800,33191,35091,TRUE,TRUE,TRUE,TRUE,18.77265921,0.041783798,0.095627033,0.988160547,4.133686393,1901,380.2,444,467,33191,35091,75,6.9942
project_myoV-MINI,WT,44185,obs-21,75,218.6,27.59846323,0.551969265,hm-model/cp,2,2,13,975,2726,3818,TRUE,TRUE,TRUE,TRUE,18.77446478,0.053754463,0.094962538,4.330277438,1.332889909,1093,218.6,38,50,2726,3818,75,0.6314
project_myoV-MINI,WT,44235,obs-03,135,157,27.619634,0.55239268,hm-model/cp,91,2,8,600,219984,220768,TRUE,TRUE,TRUE,TRUE,18.78886667,0.037736145,0.064040497,1.132201482,0.231863852,785,157,2935,2942,219984,220768,75,44.093
project_myoV-MINI,WT,44235,obs-01,795,74.4,27.63409021,0.552681804,hm-model/cp,14,2,2,150,37892,38263,TRUE,TRUE,TRUE,TRUE,18.79870082,0.028129202,0.038044407,2.105386306,0.847942873,372,74.4,507,508,37892,38263,75,7.6038
project_myoV-MINI,WT,44185,obs-09,1005,362.8,27.68118739,0.553623748,hm-model/cp,92,2,22,1650,324735,326548,TRUE,TRUE,TRUE,TRUE,18.83073972,0.055952871,0.104842916,0.674799031,1.571964775,1814,362.8,4332,4353,324735,326548,75,65.1858
project_myoV-MINI,WT,44235,obs-14,510,57.2,27.69486378,0.553897276,hm-model/cp,8,2,3,225,20108,20393,TRUE,TRUE,TRUE,TRUE,18.84004339,0.034899314,0.055567398,2.713203431,3.281424675,286,57.2,269,271,20108,20393,75,4.0502
project_myoV-MINI,WT,44185,obs-01,585,85.4,27.76227554,0.555245511,hm-model/cp,18,2,4,300,85071,85497,TRUE,TRUE,TRUE,TRUE,18.88590173,0.031741538,0.108358318,3.684339854,1.276748309,427,85.4,1136,1139,85071,85497,75,17.0444
project_myoV-MINI,WT,44235,obs-03,195,151,27.77250646,0.555450129,hm-model/cp,61,2,8,600,161088,161842,TRUE,TRUE,TRUE,TRUE,18.89286154,0.045844292,0.088833057,0.71063287,1.448328489,755,151,2150,2157,161088,161842,75,32.3038
project_myoV-MINI,WT,44185,obs-05,1515,636.2,27.77383943,0.555476789,hm-model/cp,4,2,42,3150,19112,22292,TRUE,TRUE,TRUE,TRUE,18.89376832,0.039811282,0.06266196,0.423397909,6.800596558,3181,636.2,256,297,19112,22292,75,3.9178
project_myoV-MINI,WT,44185,obs-01,315,150.6,27.77698056,0.555539611,hm-model/cp,19,2,8,600,86921,87673,TRUE,TRUE,TRUE,TRUE,18.89590514,0.046843961,0.07180241,0.977776654,1.765878239,753,150.6,1161,1168,86921,87673,75,17.5256
project_myoV-MINI,WT,44235,obs-03,195,108.8,27.81176677,0.556235335,hm-model/cp,18,2,5,375,27678,28221,TRUE,TRUE,TRUE,TRUE,18.91956923,0.042640548,0.08515939,0.46553403,0.93017881,544,108.8,371,375,27678,28221,75,5.6096
project_myoV-MINI,WT,44185,obs-09,375,53.2,27.83808186,0.556761637,hm-model/cp,32,2,3,225,104040,104305,TRUE,TRUE,TRUE,TRUE,18.93747065,0.056463625,0.095187365,4.828963114,0.989498458,266,53.2,1388,1390,104040,104305,75,20.8536
project_myoV-MINI,WT,44235,obs-09,210,161.4,27.84821471,0.556964294,hm-model/cp,16,2,12,900,95462,96268,TRUE,TRUE,TRUE,TRUE,18.94436375,0.03026106,0.040124292,0.333883136,0.661043697,807,161.4,1272,1283,95462,96268,75,19.1636
project_myoV-MINI,WT,44235,obs-03,165,140.4,27.92457436,0.558491487,hm-model/cp,16,2,7,525,25755,26456,TRUE,TRUE,TRUE,TRUE,18.99630909,0.058123971,0.0850173,2.397607493,1.417325668,702,140.4,346,352,25755,26456,75,5.2082
project_myoV-MINI,WT,44235,obs-10,30,68,27.95274343,0.559054869,hm-model/cp,4,2,4,300,15075,15414,TRUE,TRUE,TRUE,TRUE,19.01547172,0.086795311,0.048876338,4.196940575,0.274311082,340,68,202,205,15075,15414,75,3.0202
project_myoV-MINI,WT,44235,obs-03,90,135.2,27.983018,0.55966036,hm-model/cp,9,2,6,450,15531,16206,TRUE,TRUE,TRUE,TRUE,19.03606667,0.062923648,0.070406781,1.259772913,5.783383093,676,135.2,210,215,15531,16206,75,3.1786
project_myoV-MINI,WT,44235,obs-08,1140,192.2,28.01732379,0.560346476,hm-model/cp,8,2,13,975,32213,33173,TRUE,TRUE,TRUE,TRUE,19.05940394,0.028087725,0.051668127,3.042078845,1.878023523,961,192.2,430,442,32213,33173,75,6.6346
project_myoV-MINI,WT,44185,obs-01,585,77.2,28.03469406,0.560693881,hm-model/cp,46,2,5,375,159669,160054,TRUE,TRUE,TRUE,TRUE,19.07122045,0.048560159,0.07153756,2.613958455,4.155899797,386,77.2,2129,2133,159669,160054,75,31.9852
project_myoV-MINI,WT,44185,obs-24,300,94.4,28.03993354,0.560798671,hm-model/cp,21,2,6,450,87025,87496,TRUE,TRUE,TRUE,TRUE,19.07478472,0.068395148,0.182572466,2.036335879,11.55954417,472,94.4,1161,1166,87025,87496,75,17.4252
project_myoV-MINI,WT,44235,obs-03,180,255,28.0535045,0.56107009,hm-model/cp,23,2,16,1200,35066,36340,TRUE,TRUE,TRUE,TRUE,19.08401667,0.050269843,0.076019155,3.997152849,1.366248945,1275,255,469,484,35066,36340,75,7.2244
project_myoV-MINI,WT,44185,obs-09,225,106.8,28.07709505,0.561541901,hm-model/cp,11,2,6,450,26999,27532,TRUE,TRUE,TRUE,TRUE,19.10006466,0.046284331,0.08149838,3.811385458,0.639952567,534,106.8,361,366,26999,27532,75,5.5006
project_myoV-MINI,WT,44185,obs-25,705,123,28.13689018,0.562737804,hm-model/cp,24,2,7,525,28294,28908,TRUE,TRUE,TRUE,TRUE,19.14074162,0.074078501,0.154004463,1.690186995,3.116895528,615,123,378,384,28294,28908,75,5.7048
project_myoV-MINI,WT,44235,obs-14,300,334.4,28.14812839,0.562962568,hm-model/cp,14,2,20,1500,54751,56422,TRUE,TRUE,TRUE,TRUE,19.14838666,0.026931215,0.054644818,2.11087476,0.912939558,1672,334.4,732,751,54751,56422,75,11.1724
project_myoV-MINI,WT,44185,obs-20,75,508.8,28.16001244,0.563200249,hm-model/cp,15,2,31,2325,30511,33054,TRUE,TRUE,TRUE,TRUE,19.15647105,0.058875052,0.073520632,1.392267389,2.74258321,2544,508.8,409,439,30511,33054,75,6.5702
project_myoV-MINI,WT,44185,obs-20,150,437.4,28.18573885,0.563714777,hm-model/cp,23,2,26,1950,51851,54037,TRUE,TRUE,TRUE,TRUE,19.17397201,0.046493532,0.092475288,0.444173293,1.131613668,2187,437.4,694,719,51851,54037,75,10.792
project_myoV-MINI,WT,44184,obs-01,3390,691.2,28.19922715,0.563984543,hm-model/cp,6,2,44,3300,62242,65697,TRUE,TRUE,TRUE,TRUE,19.18314772,0.032708816,0.071356419,2.92926436,0.861663602,3456,691.2,830,873,62242,65697,75,12.8584
project_myoV-MINI,WT,44185,obs-09,885,64.2,28.20375585,0.564075117,hm-model/cp,42,2,3,225,152628,152948,TRUE,TRUE,TRUE,TRUE,19.18622847,0.05789809,0.106791137,4.066236521,3.10297608,321,64.2,2036,2038,152628,152948,75,30.5336
project_myoV-MINI,WT,44235,obs-12,225,238.2,28.22491874,0.564498375,hm-model/cp,2,2,12,900,3758,4948,TRUE,TRUE,TRUE,TRUE,19.20062499,0.039719651,0.090292176,0.606075977,0.825112685,1191,238.2,52,63,3758,4948,75,0.763
project_myoV-MINI,WT,44235,obs-14,120,72.2,28.24667128,0.564933426,hm-model/cp,19,2,3,225,72813,73173,TRUE,TRUE,TRUE,TRUE,19.21542264,0.033459808,0.072576988,0.077118012,2.096079738,361,72.2,973,975,72813,73173,75,14.6228
project_myoV-MINI,WT,44235,obs-04,150,2102.2,28.2782724,0.565565448,hm-model/cp,20,2,138,10350,92488,102998,TRUE,TRUE,TRUE,TRUE,19.23692,0.026451848,0.185163705,15.8357788,1.355871875,10511,2102.2,1235,1372,92488,102998,75,20.1104
project_myoV-MINI,WT,44185,obs-20,675,236.2,28.28210694,0.565642139,hm-model/cp,4,2,14,1050,7989,9169,TRUE,TRUE,TRUE,TRUE,19.23952853,0.053404554,0.083014115,2.095815531,2.35866069,1181,236.2,108,121,7989,9169,75,1.8064
project_myoV-MINI,WT,44185,obs-02,735,261.2,28.29201771,0.565840354,hm-model/cp,30,2,18,1350,209122,210427,TRUE,TRUE,TRUE,TRUE,19.24627055,0.05281519,0.059285961,0.295266132,2.458316614,1306,261.2,2788,2805,209122,210427,75,41.9632
project_myoV-MINI,WT,44235,obs-02,360,124.6,28.31877946,0.566375589,hm-model/cp,36,2,8,600,64439,65061,TRUE,TRUE,TRUE,TRUE,19.26447582,0.040754138,0.053954531,2.713723858,0.992697637,623,124.6,859,866,64439,65061,75,12.995
project_myoV-MINI,WT,44185,obs-01,105,476,28.34501535,0.566900307,hm-model/cp,35,2,33,2475,132822,135201,TRUE,TRUE,TRUE,TRUE,19.28232337,0.067782331,0.074112348,0.421379614,1.241997543,2380,476,1770,1802,132822,135201,75,26.8226
project_myoV-MINI,WT,44235,obs-10,75,47,28.38440852,0.56768817,hm-model/cp,8,2,3,225,25000,25234,TRUE,TRUE,TRUE,TRUE,19.30912144,0.02706984,0.028712056,1.430937612,1.101869321,235,47,334,336,25000,25234,75,5.0336
project_myoV-MINI,WT,44235,obs-03,465,341.2,28.42766613,0.568553323,hm-model/cp,3,2,18,1350,3908,5613,TRUE,TRUE,TRUE,TRUE,19.33854839,0.040179329,0.083493449,1.096461014,0.759759281,1706,341.2,55,72,3908,5613,75,0.9196
project_myoV-MINI,WT,44235,obs-12,210,141,28.44393083,0.568878617,hm-model/cp,29,2,7,525,54608,55312,TRUE,TRUE,TRUE,TRUE,19.34961281,0.056521165,0.088723551,1.913284642,2.208545543,705,141,731,737,54608,55312,75,11.0282
project_myoV-MINI,WT,44235,obs-07,150,146.8,28.466256,0.56932512,hm-model/cp,31,2,8,600,80153,80886,TRUE,TRUE,TRUE,TRUE,19.3648,0.029876515,0.054196978,3.058033654,0.647444595,734,146.8,1070,1077,80153,80886,75,16.0644
project_myoV-MINI,WT,44185,obs-31,711,74.6,28.49850917,0.569970183,hm-model/cp,2,2,23,345,7546,7918,TRUE,TRUE,TRUE,TRUE,19.38674093,0.068851673,0.227244663,2.186214628,0.542858141,373,74.6,503,525,7546,7918,15,1.5816
project_myoV-MINI,WT,44185,obs-01,135,59.2,28.50749237,0.570149847,hm-model/cp,13,2,3,225,77016,77311,TRUE,TRUE,TRUE,TRUE,19.39285195,0.041628833,0.07519963,1.74356537,2.572435499,296,59.2,1028,1030,77016,77311,75,15.4258
project_myoV-MINI,WT,44235,obs-12,120,189.8,28.54708717,0.570941743,hm-model/cp,10,2,11,825,23872,24820,TRUE,TRUE,TRUE,TRUE,19.41978719,0.047005006,0.102251609,2.904468329,3.144474278,949,189.8,320,330,23872,24820,75,4.9446
project_myoV-MINI,WT,44235,obs-14,330,273.8,28.56242515,0.571248503,hm-model/cp,16,2,17,1275,62118,63486,TRUE,TRUE,TRUE,TRUE,19.43022119,0.040472987,0.184523728,10.87833888,1.684306348,1369,273.8,829,845,62118,63486,75,12.4458
project_myoV-MINI,WT,44184,obs-01,780,137.2,28.60195352,0.57203907,hm-model/cp,9,2,8,600,76339,77024,TRUE,TRUE,TRUE,TRUE,19.45711124,0.035047664,0.098014834,3.706016631,1.603198028,686,137.2,1019,1026,76339,77024,75,15.3972
project_myoV-MINI,WT,44235,obs-02,60,148.6,28.6311484,0.572622968,hm-model/cp,37,2,7,525,65175,65917,TRUE,TRUE,TRUE,TRUE,19.4769717,0.030155324,0.048367127,2.569094177,1.387885028,743,148.6,871,877,65175,65917,75,13.1662
project_myoV-MINI,WT,44185,obs-01,1530,106.8,28.63952284,0.572790457,hm-model/cp,67,2,5,375,270963,271496,TRUE,TRUE,TRUE,TRUE,19.4826686,0.050708886,0.079331771,0.301743461,0.346441575,534,106.8,3615,3619,270963,271496,75,54.2822
project_myoV-MINI,WT,44185,obs-08,210,152.6,28.74144,0.5748288,hm-model/cp,12,2,7,525,57233,57995,TRUE,TRUE,TRUE,TRUE,19.552,0.049685845,0.058673187,0.678129083,2.169392369,763,152.6,766,772,57233,57995,75,11.5154
project_myoV-MINI,WT,44185,obs-09,2850,137.4,28.77165481,0.575433096,hm-model/cp,45,2,7,525,172678,173364,TRUE,TRUE,TRUE,TRUE,19.57255429,0.058558342,0.090980133,1.866408801,2.305104444,687,137.4,2304,2310,172678,173364,75,34.5752
project_myoV-MINI,WT,44235,obs-03,90,422.8,28.808325,0.5761665,hm-model/cp,22,2,27,2025,32153,34266,TRUE,TRUE,TRUE,TRUE,19.5975,0.059428761,0.071707972,0.481981505,4.035213727,2114,422.8,430,456,32153,34266,75,6.592
project_myoV-MINI,WT,44185,obs-01,30,803.8,28.80891626,0.576178325,hm-model/cp,69,2,54,4050,272754,276772,TRUE,TRUE,TRUE,TRUE,19.59790222,0.058194666,0.078896873,1.637695232,3.96205217,4019,803.8,3636,3689,272754,276772,75,55.1234
project_myoV-MINI,WT,44235,obs-07,135,67.6,28.84822733,0.576964547,hm-model/cp,20,2,4,300,45188,45525,TRUE,TRUE,TRUE,TRUE,19.62464444,0.036485528,0.066162942,3.700560934,0.89457981,338,67.6,604,607,45188,45525,75,9.0862
project_myoV-MINI,WT,44002,obs-02,2640,125.8,28.86215372,0.577243074,hm-model/cp,18,2,7,525,269674,270302,TRUE,TRUE,TRUE,TRUE,19.63411818,0.034406051,0.051141604,1.211087423,2.284502452,629,125.8,3597,3603,269674,270302,75,53.9554
project_myoV-MINI,WT,44235,obs-03,150,90.8,28.8864114,0.577728228,hm-model/cp,77,2,4,300,192574,193027,TRUE,TRUE,TRUE,TRUE,19.65062,0.039808672,0.070349866,3.285941978,2.602752584,454,90.8,2569,2572,192574,193027,75,38.5442
