project,conditions,date,obs,time_off_ms,time_on_ms,displacement_nm,force,alyzer,index,hmm_state,num_windows,length_hz,start,stop,cp_found_start,cp_found_stop,is_positive,keep,cp_displacements,trap_stiffness,myo_stiffness,front_sigl_ratio,back_sigl_ratio,cp_time_on_dp,cp_time_on_ms,hm_event_start,hm_event_stop,cp_event_start_dp,cp_event_stop_dp,conversion,peak_nm_index
project_myoV-MINI,S217A ,44172,obs-02,160,201.6,3.389442635,0.067788853,hm-model/cp,197,2,20,1000,554217,555224,TRUE,TRUE,FALSE,TRUE,2.305743289,0.025778716,0.090652529,2.092304606,6.219299299,1008,201.6,11086,11105,554217,555224,50,111.03
project_myoV-MINI,S217A ,44172,obs-02,520,103,3.469288722,0.069385774,hm-model/cp,319,2,7,350,839350,839864,TRUE,TRUE,TRUE,TRUE,2.360060355,0.035084959,0.115669659,0.46188232,1.913249307,515,103,16790,16796,839350,839864,50,167.91
project_myoV-MINI,S217A ,44172,obs-02,210,146.2,4.054121142,0.081082423,hm-model/cp,163,2,16,800,486820,487550,TRUE,TRUE,FALSE,TRUE,2.757905539,0.042106772,0.086156004,2.877206025,0.525277836,731,146.2,9737,9752,486820,487550,50,97.37
project_myoV-MINI,S217A ,44172,obs-02,270,88.6,4.787311853,0.095746237,hm-model/cp,115,2,6,300,374656,375098,TRUE,TRUE,TRUE,TRUE,3.25667473,0.036202998,0.118452646,2.071452891,0.447581151,443,88.6,7494,7499,374656,375098,50,74.98
project_myoV-MINI,S217A ,44172,obs-02,1050,98.6,4.905003605,0.098100072,hm-model/cp,174,2,9,450,516460,516952,TRUE,TRUE,TRUE,TRUE,3.336737146,0.037477723,0.101262864,1.598917881,1.783397767,493,98.6,10330,10338,516460,516952,50,103.36
project_myoV-MINI,S217A ,44172,obs-02,340,204.2,4.937058894,0.098741178,hm-model/cp,36,2,18,900,174038,175058,TRUE,TRUE,TRUE,TRUE,3.358543465,0.029274911,0.121596805,0.41154272,0.710587313,1021,204.2,3482,3499,174038,175058,50,34.85
project_myoV-MINI,S217A ,44172,obs-02,410,87.6,5.090836296,0.101816726,hm-model/cp,137,2,7,350,417307,417744,TRUE,TRUE,TRUE,TRUE,3.463153943,0.040169999,0.100324385,0.759076225,1.672633034,438,87.6,8349,8355,417307,417744,50,83.49
project_myoV-MINI,S217A ,44172,obs-02,1100,71.2,5.141434802,0.102828696,hm-model/cp,65,2,6,300,251728,252083,TRUE,TRUE,TRUE,TRUE,3.497574695,0.038034814,0.102840669,2.387661085,3.443112255,356,71.2,5036,5041,251728,252083,50,50.39
project_myoV-MINI,S217A ,44172,obs-02,290,87.6,5.673950798,0.113479016,hm-model/cp,191,2,9,450,544074,544511,TRUE,TRUE,TRUE,TRUE,3.859830475,0.035096546,0.137164292,2.054675112,1.277653127,438,87.6,10881,10889,544074,544511,50,108.81
project_myoV-MINI,S217A ,44172,obs-02,110,138.8,5.939214744,0.118784295,hm-model/cp,157,2,11,550,470052,470745,TRUE,TRUE,TRUE,TRUE,4.040282139,0.037235955,0.09622119,0.955281014,6.799258103,694,138.8,9404,9414,470052,470745,50,94.13
project_myoV-MINI,S217A ,44172,obs-02,1240,80.6,6.392490932,0.127849819,hm-model/cp,5,2,7,350,25708,26110,TRUE,TRUE,TRUE,TRUE,4.348633287,0.043823835,0.119287686,2.519152123,2.768916263,403,80.6,516,522,25708,26110,50,5.17
project_myoV-MINI,S217A ,44172,obs-02,320,57,6.670439215,0.133408784,hm-model/cp,116,2,7,350,376588,376872,TRUE,TRUE,TRUE,TRUE,4.537713752,0.039795713,0.078004855,1.590108951,0.618550429,285,57,7532,7538,376588,376872,50,75.36
project_myoV-MINI,S217A ,44172,obs-02,70,117.6,6.780791774,0.135615835,hm-model/cp,207,2,11,550,580207,580794,TRUE,TRUE,TRUE,TRUE,4.61278352,0.048774098,0.119924625,5.469794613,5.261535196,588,117.6,11605,11615,580207,580794,50,116.08
project_myoV-MINI,S217A ,44172,obs-02,790,103,6.826774961,0.136535499,hm-model/cp,320,2,6,300,843684,844198,TRUE,TRUE,TRUE,TRUE,4.644064599,0.033594279,0.085796826,0.335194712,0.329297906,515,103,16876,16881,843684,844198,50,168.76
project_myoV-MINI,S217A ,44172,obs-02,20,112,6.9134364,0.138268728,hm-model/cp,124,2,9,450,389939,390498,TRUE,TRUE,FALSE,TRUE,4.703017959,0.080227972,0.072035592,3.112848987,0.309587327,560,112,7799,7807,389939,390498,50,78
project_myoV-MINI,S217A ,44172,obs-02,60,209.6,6.948408799,0.138968176,hm-model/cp,235,2,22,1100,640281,641328,TRUE,TRUE,FALSE,TRUE,4.726808707,0.032681966,0.086955414,0.544186502,1.268307132,1048,209.6,12805,12826,640281,641328,50,128.25
project_myoV-MINI,S217A ,44172,obs-02,600,230.4,7.044825572,0.140896511,hm-model/cp,110,2,22,1100,365442,366593,TRUE,TRUE,TRUE,TRUE,4.792398348,0.041950721,0.113477599,0.880840702,0.403174784,1152,230.4,7309,7330,365442,366593,50,73.1
project_myoV-MINI,S217A ,44172,obs-02,550,83.4,7.173273792,0.143465476,hm-model/cp,255,2,5,250,677604,678020,TRUE,TRUE,TRUE,TRUE,4.87977809,0.038617029,0.079609577,1.79615626,1.716756164,417,83.4,13555,13559,677604,678020,50,135.59
project_myoV-MINI,S217A ,44172,obs-02,40,84.4,7.212416192,0.144248324,hm-model/cp,178,2,6,300,523355,523776,TRUE,TRUE,TRUE,TRUE,4.906405573,0.064565921,0.10296661,3.717369832,1.451119485,422,84.4,10469,10474,523355,523776,50,104.69
project_myoV-MINI,S217A ,44172,obs-02,210,135.4,7.546839578,0.150936792,hm-model/cp,180,2,12,600,525159,525835,TRUE,TRUE,TRUE,TRUE,5.133904475,0.039168969,0.095065295,0.80015767,4.575300822,677,135.4,10506,10517,525159,525835,50,105.16
project_myoV-MINI,S217A ,44172,obs-02,330,44.6,7.875622183,0.157512444,hm-model/cp,68,2,4,200,258548,258770,TRUE,TRUE,TRUE,TRUE,5.357566111,0.033503976,0.05835942,2.094716908,0.752883875,223,44.6,5172,5175,258548,258770,50,51.74
project_myoV-MINI,S217A ,44172,obs-02,110,40.6,8.078717241,0.161574345,hm-model/cp,316,2,4,200,830151,830353,TRUE,TRUE,TRUE,TRUE,5.495726014,0.041618351,0.190267546,1.728221212,2.811382796,203,40.6,16603,16606,830151,830353,50,166.06
project_myoV-MINI,S217A ,44172,obs-02,140,96.4,8.112006217,0.162240124,hm-model/cp,24,2,10,500,125933,126414,TRUE,TRUE,TRUE,TRUE,5.518371576,0.03763414,0.146024712,2.051985435,0.34985034,482,96.4,2520,2529,125933,126414,50,25.21
project_myoV-MINI,S217A ,44172,obs-02,140,80.2,8.767848046,0.175356961,hm-model/cp,276,2,7,350,736575,736975,TRUE,TRUE,TRUE,TRUE,5.96452248,0.041043339,0.117582621,7.881512641,5.723878941,401,80.2,14732,14738,736575,736975,50,147.32
project_myoV-MINI,S217A ,44172,obs-02,220,314.8,8.819191093,0.176383822,hm-model/cp,206,2,30,1500,578345,579918,TRUE,TRUE,TRUE,TRUE,5.999449723,0.043753775,0.069289646,5.012908158,2.196784459,1574,314.8,11568,11597,578345,579918,50,115.68
project_myoV-MINI,S217A ,44172,obs-02,1350,210.2,8.944695533,0.178893911,hm-model/cp,32,2,18,900,161931,162981,TRUE,TRUE,TRUE,TRUE,6.084826893,0.03674982,0.090276347,2.366726816,4.202607289,1051,210.2,3241,3258,161931,162981,50,32.48
project_myoV-MINI,S217A ,44172,obs-02,1080,119,9.350625044,0.187012501,hm-model/cp,317,2,8,400,835614,836208,TRUE,TRUE,TRUE,TRUE,6.360969418,0.032584121,0.092862109,2.535452543,1.201000045,595,119,16715,16722,835614,836208,50,167.19
project_myoV-MINI,S217A ,44172,obs-02,50,102.8,9.596124507,0.19192249,hm-model/cp,282,2,9,450,744926,745439,TRUE,TRUE,TRUE,TRUE,6.527975855,0.048473461,0.054120656,0.928480438,1.104913749,514,102.8,14899,14907,744926,745439,50,149.06
project_myoV-MINI,S217A ,44172,obs-02,240,191.4,9.664609278,0.193292186,hm-model/cp,40,2,18,900,189495,190451,TRUE,TRUE,TRUE,TRUE,6.574564135,0.033296047,0.112981068,6.868251157,1.29880745,957,191.4,3791,3808,189495,190451,50,37.93
project_myoV-MINI,S217A ,44172,obs-02,240,178,9.938064745,0.198761295,hm-model/cp,156,2,16,800,468777,469666,TRUE,TRUE,TRUE,TRUE,6.760588262,0.037317215,0.084971049,4.252893192,0.81072772,890,178,9377,9392,468777,469666,50,93.83
project_myoV-MINI,S217A ,44172,obs-02,290,90.4,10.14580037,0.202916007,hm-model/cp,51,2,8,400,214054,214505,TRUE,TRUE,TRUE,TRUE,6.901905014,0.035235091,0.07962651,3.096772024,2.237506931,452,90.4,4282,4289,214054,214505,50,42.89
project_myoV-MINI,S217A ,44172,obs-02,180,68.6,10.15448276,0.203089655,hm-model/cp,243,2,4,200,657511,657853,TRUE,TRUE,TRUE,TRUE,6.907811404,0.034650338,0.118850496,3.113043942,5.512702071,343,68.6,13153,13156,657511,657853,50,131.56
project_myoV-MINI,S217A ,44172,obs-02,660,87.2,10.39696922,0.207939384,hm-model/cp,170,2,6,300,507662,508097,TRUE,TRUE,TRUE,TRUE,7.072768178,0.032735979,0.149960072,3.185919909,0.699787576,436,87.2,10154,10159,507662,508097,50,101.57
project_myoV-MINI,S217A ,44172,obs-02,230,138.6,10.73361614,0.214672323,hm-model/cp,145,2,11,550,436126,436818,TRUE,TRUE,TRUE,TRUE,7.301779686,0.031668763,0.114456045,0.32591974,2.762466726,693,138.6,8725,8735,436126,436818,50,87.31
project_myoV-MINI,S217A ,44172,obs-02,270,169.4,10.77831379,0.215566276,hm-model/cp,111,2,14,700,367767,368613,TRUE,TRUE,TRUE,TRUE,7.332186253,0.049515217,0.114078636,0.26940096,4.309702513,847,169.4,7358,7371,367767,368613,50,73.69
project_myoV-MINI,S217A ,44172,obs-02,240,153.4,11.01787255,0.220357451,hm-model/cp,56,2,13,650,222811,223577,TRUE,TRUE,TRUE,TRUE,7.495151392,0.048245105,0.072825452,2.148772644,1.066789623,767,153.4,4458,4470,222811,223577,50,44.68
project_myoV-MINI,S217A ,44172,obs-02,1120,45.8,11.05437282,0.221087456,hm-model/cp,38,2,3,150,185504,185732,TRUE,TRUE,TRUE,TRUE,7.519981511,0.037496279,0.150241785,4.052232548,1.006948443,229,45.8,3711,3713,185504,185732,50,37.13
project_myoV-MINI,S217A ,44172,obs-02,530,118.8,11.10414889,0.222082978,hm-model/cp,133,2,9,450,406551,407144,TRUE,TRUE,TRUE,TRUE,7.553842783,0.035786591,0.101498305,1.945483858,0.811095839,594,118.8,8134,8142,406551,407144,50,81.35
project_myoV-MINI,S217A ,44172,obs-02,80,142.8,11.29159042,0.225831808,hm-model/cp,290,2,14,700,762767,763480,TRUE,TRUE,TRUE,TRUE,7.681354028,0.043097359,0.118173812,2.887416477,3.181945464,714,142.8,15256,15269,762767,763480,50,152.67
project_myoV-MINI,S217A ,44172,obs-02,120,126.8,11.29927513,0.225985503,hm-model/cp,279,2,11,550,742028,742661,TRUE,TRUE,TRUE,TRUE,7.686581719,0.038339864,0.082371246,7.29195634,0.623288959,634,126.8,14842,14852,742028,742661,50,148.47
project_myoV-MINI,S217A ,44172,obs-02,540,109.4,11.30272679,0.226054536,hm-model/cp,167,2,8,400,499453,499999,TRUE,TRUE,TRUE,TRUE,7.688929792,0.036087549,0.122183583,4.624971689,0.937779835,547,109.4,9992,9999,499453,499999,50,99.99
project_myoV-MINI,S217A ,44172,obs-02,140,204.6,11.83735807,0.236747161,hm-model/cp,112,2,19,950,369218,370240,TRUE,TRUE,TRUE,TRUE,8.052624536,0.035313242,0.098643004,4.706436993,1.506513118,1023,204.6,7386,7404,369218,370240,50,73.89
project_myoV-MINI,S217A ,44172,obs-02,30,102.6,11.89904568,0.237980914,hm-model/cp,246,2,8,400,660828,661340,TRUE,TRUE,TRUE,TRUE,8.094588899,0.076005087,0.10128535,1.761270559,2.557621226,513,102.6,13219,13226,660828,661340,50,132.25
project_myoV-MINI,S217A ,44172,obs-02,160,82,12.50690061,0.250138012,hm-model/cp,101,2,9,450,338097,338506,TRUE,TRUE,TRUE,TRUE,8.508095651,0.031097157,0.150234314,0.356569466,2.071518216,410,82,6761,6769,338097,338506,50,67.63
project_myoV-MINI,S217A ,44172,obs-02,140,126.2,12.58116727,0.251623345,hm-model/cp,236,2,10,500,641905,642535,TRUE,TRUE,TRUE,TRUE,8.558617193,0.04643258,0.109622446,1.967736326,3.873688438,631,126.2,12841,12850,641905,642535,50,128.48
project_myoV-MINI,S217A ,44172,obs-02,50,64.8,12.61281047,0.252256209,hm-model/cp,281,2,8,400,744326,744649,TRUE,TRUE,TRUE,TRUE,8.580143176,0.066816359,0.149770652,2.221562045,2.901500278,324,64.8,14886,14893,744326,744649,50,148.92
project_myoV-MINI,S217A ,44172,obs-02,380,157.8,13.14418271,0.262883654,hm-model/cp,121,2,13,650,386183,386971,TRUE,TRUE,TRUE,TRUE,8.941620892,0.031457016,0.134063243,4.166559537,0.15254181,789,157.8,7725,7737,386183,386971,50,77.29
project_myoV-MINI,S217A ,44172,obs-02,390,65.2,13.17233879,0.263446776,hm-model/cp,237,2,4,200,644370,644695,TRUE,TRUE,TRUE,TRUE,8.960774684,0.034547207,0.086838746,2.168183954,4.736510327,326,65.2,12890,12893,644370,644695,50,128.9
project_myoV-MINI,S217A ,44172,obs-02,210,94,13.18320854,0.263664171,hm-model/cp,52,2,8,400,215462,215931,TRUE,TRUE,TRUE,TRUE,8.968169078,0.037333659,0.129725743,1.439569132,8.228415781,470,94,4311,4318,215462,215931,50,43.16
project_myoV-MINI,S217A ,44172,obs-02,260,80,13.50608542,0.270121708,hm-model/cp,103,2,5,250,342826,343225,TRUE,TRUE,TRUE,TRUE,9.187813209,0.0434476,0.096257326,1.035129949,0.188243922,400,80,6859,6863,342826,343225,50,68.61
project_myoV-MINI,S217A ,44172,obs-02,320,115.6,13.63347159,0.272669432,hm-model/cp,153,2,10,500,460353,460930,TRUE,TRUE,TRUE,TRUE,9.274470467,0.034517544,0.089569842,2.692535125,9.591844923,578,115.6,9208,9217,460353,460930,50,92.13
project_myoV-MINI,S217A ,44172,obs-02,4240,144.2,13.84522653,0.276904531,hm-model/cp,11,2,13,650,78804,79524,TRUE,TRUE,TRUE,TRUE,9.418521447,0.037583845,0.120656366,2.491107705,2.79090295,721,144.2,1577,1589,78804,79524,50,15.89
project_myoV-MINI,S217A ,44172,obs-02,120,173.2,14.56425998,0.2912852,hm-model/cp,280,2,16,800,743173,744038,TRUE,TRUE,TRUE,TRUE,9.907659853,0.038365984,0.103248612,1.121093981,1.89650697,866,173.2,14865,14880,743173,744038,50,148.79
project_myoV-MINI,S217A ,44172,obs-02,300,41.2,14.72242203,0.294448441,hm-model/cp,310,2,3,150,817699,817904,TRUE,TRUE,TRUE,TRUE,10.01525308,0.034175609,0.077323726,1.669476557,1.260751352,206,41.2,16355,16357,817699,817904,50,163.56
project_myoV-MINI,S217A ,44172,obs-02,90,152.6,14.81991738,0.296398348,hm-model/cp,19,2,12,600,115084,115846,TRUE,TRUE,TRUE,TRUE,10.08157645,0.034491604,0.105605686,1.562396413,0.341120033,763,152.6,2303,2314,115084,115846,50,23.1
project_myoV-MINI,S217A ,44172,obs-02,350,126,15.30696444,0.306139289,hm-model/cp,210,2,11,550,584720,585349,TRUE,TRUE,TRUE,TRUE,10.41290098,0.043477514,0.130570319,1.239966928,2.860272172,630,126,11696,11706,584720,585349,50,117.06
project_myoV-MINI,S217A ,44172,obs-02,1010,70.8,15.4060745,0.30812149,hm-model/cp,301,2,4,200,791063,791416,TRUE,TRUE,TRUE,TRUE,10.48032279,0.032898198,0.097334221,0.581074772,1.341146144,354,70.8,15824,15827,791063,791416,50,158.27
project_myoV-MINI,S217A ,44172,obs-02,370,276,15.43272835,0.308654567,hm-model/cp,264,2,27,1350,699996,701375,TRUE,TRUE,TRUE,TRUE,10.49845466,0.034855429,0.131708452,0.786384848,0.941764293,1380,276,14001,14027,699996,701375,50,140.24
project_myoV-MINI,S217A ,44172,obs-02,230,56.2,15.72542355,0.314508471,hm-model/cp,41,2,2,100,191454,191734,TRUE,TRUE,TRUE,TRUE,10.69756704,0.037359836,0.068773224,1.152995457,1.408399687,281,56.2,3832,3833,191454,191734,50,38.33
project_myoV-MINI,S217A ,44172,obs-02,30,45.8,15.8372355,0.31674471,hm-model/cp,183,2,3,150,531720,531948,TRUE,TRUE,TRUE,TRUE,10.77362959,0.045186475,0.122013765,2.838909138,2.618810033,229,45.8,10636,10638,531720,531948,50,106.36
project_myoV-MINI,S217A ,44172,obs-02,580,149.6,16.04505275,0.320901055,hm-model/cp,182,2,14,700,530894,531641,TRUE,TRUE,TRUE,TRUE,10.91500187,0.03591279,0.081672246,0.969308574,1.631985704,748,149.6,10619,10632,530894,531641,50,106.26
project_myoV-MINI,S217A ,44172,obs-02,470,44.8,16.09316804,0.321863361,hm-model/cp,277,2,2,100,739153,739376,TRUE,TRUE,TRUE,TRUE,10.94773336,0.035587791,0.061033255,2.791550564,0.805584538,224,44.8,14786,14787,739153,739376,50,147.86
project_myoV-MINI,S217A ,44172,obs-02,300,63.8,16.13568507,0.322713701,hm-model/cp,256,2,4,200,679364,679682,TRUE,TRUE,TRUE,TRUE,10.97665651,0.034050823,0.099526414,2.711594754,2.273101906,319,63.8,13590,13593,679364,679682,50,135.93
project_myoV-MINI,S217A ,44172,obs-02,710,175.8,16.42945041,0.328589008,hm-model/cp,22,2,15,750,122527,123405,TRUE,TRUE,TRUE,TRUE,11.17649688,0.04187022,0.064550674,1.003033781,0.862781352,879,175.8,2453,2467,122527,123405,50,24.64
project_myoV-MINI,S217A ,44172,obs-02,400,68.6,16.74102538,0.334820508,hm-model/cp,224,2,5,250,619593,619935,TRUE,TRUE,TRUE,TRUE,11.38845264,0.037896803,0.103406328,0.649698439,2.802605744,343,68.6,12394,12398,619593,619935,50,123.94
project_myoV-MINI,S217A ,44172,obs-02,160,42.2,16.7415227,0.334830454,hm-model/cp,114,2,3,150,373123,373333,TRUE,TRUE,TRUE,TRUE,11.38879095,0.04222822,0.100791315,2.16287405,2.224122512,211,42.2,7464,7466,373123,373333,50,74.65
project_myoV-MINI,S217A ,44172,obs-02,890,85,16.82175735,0.336435147,hm-model/cp,35,2,7,350,172005,172429,TRUE,TRUE,TRUE,TRUE,11.44337235,0.035946937,0.077747725,3.941691902,1.744504788,425,85,3441,3447,172005,172429,50,34.46
project_myoV-MINI,S217A ,44172,obs-02,350,85.6,16.8466447,0.336932894,hm-model/cp,113,2,8,400,371995,372422,TRUE,TRUE,TRUE,TRUE,11.46030252,0.043678324,0.131095245,2.443019574,1.404519532,428,85.6,7440,7447,371995,372422,50,74.47
project_myoV-MINI,S217A ,44172,obs-02,640,112.6,16.84919523,0.336983905,hm-model/cp,260,2,10,500,693652,694214,TRUE,TRUE,TRUE,TRUE,11.46203757,0.03778903,0.074133765,4.328133052,1.946028717,563,112.6,13874,13883,693652,694214,50,138.83
project_myoV-MINI,S217A ,44172,obs-02,480,45.6,16.8761841,0.337523682,hm-model/cp,21,2,3,150,118872,119099,TRUE,TRUE,TRUE,TRUE,11.48039735,0.039927981,0.091998583,8.198430363,0.714649679,228,45.6,2379,2381,118872,119099,50,23.81
project_myoV-MINI,S217A ,44172,obs-02,340,34.4,17.03471661,0.340694332,hm-model/cp,85,2,2,100,296247,296418,TRUE,TRUE,TRUE,TRUE,11.58824259,0.03652664,0.109611459,4.410014862,4.539038925,172,34.4,5926,5927,296247,296418,50,59.27
project_myoV-MINI,S217A ,44172,obs-02,560,160.8,17.11311133,0.342262227,hm-model/cp,220,2,14,700,611855,612658,TRUE,TRUE,TRUE,TRUE,11.64157233,0.039384827,0.084251748,5.738841402,0.770781091,804,160.8,12239,12252,611855,612658,50,122.48
project_myoV-MINI,S217A ,44172,obs-02,880,115.8,17.42466546,0.348493309,hm-model/cp,144,2,10,500,434516,435094,TRUE,TRUE,TRUE,TRUE,11.85351392,0.04052133,0.096616062,1.211542805,6.28103555,579,115.8,8692,8701,434516,435094,50,86.95
project_myoV-MINI,S217A ,44172,obs-02,320,37.6,17.5282588,0.350565176,hm-model/cp,192,2,3,150,546056,546243,TRUE,TRUE,TRUE,TRUE,11.92398558,0.029746666,0.070380807,1.047458172,2.658644818,188,37.6,10922,10924,546056,546243,50,109.22
project_myoV-MINI,S217A ,44172,obs-02,970,114.8,17.72878487,0.354575697,hm-model/cp,165,2,11,550,494125,494698,TRUE,TRUE,TRUE,TRUE,12.06039787,0.034829215,0.103011366,2.096388315,4.324499837,574,114.8,9883,9893,494125,494698,50,98.83
project_myoV-MINI,S217A ,44172,obs-02,600,161,17.76985092,0.355397018,hm-model/cp,296,2,14,700,774223,775027,TRUE,TRUE,TRUE,TRUE,12.08833396,0.037046446,0.081197173,2.192619828,1.95919974,805,161,15486,15499,774223,775027,50,154.87
project_myoV-MINI,S217A ,44172,obs-02,330,55.8,18.22668823,0.364533765,hm-model/cp,274,2,3,150,732441,732719,TRUE,TRUE,TRUE,TRUE,12.39910764,0.038840965,0.064101291,1.731036175,2.211695393,279,55.8,14651,14653,732441,732719,50,146.53
project_myoV-MINI,S217A ,44172,obs-02,310,38.2,18.31125398,0.36622508,hm-model/cp,126,2,3,150,392375,392565,TRUE,TRUE,TRUE,TRUE,12.45663536,0.042710628,0.17098994,3.484436591,0.926207052,191,38.2,7848,7850,392375,392565,50,78.48
project_myoV-MINI,S217A ,44172,obs-02,410,52.6,18.8505208,0.377010416,hm-model/cp,261,2,4,200,696185,696447,TRUE,TRUE,TRUE,TRUE,12.82348354,0.034077879,0.139650897,1.422081842,4.88256703,263,52.6,13925,13928,696185,696447,50,139.28
project_myoV-MINI,S217A ,44172,obs-02,260,45.6,19.03471169,0.380694234,hm-model/cp,119,2,3,150,382051,382278,TRUE,TRUE,TRUE,TRUE,12.94878346,0.039519948,0.138873242,4.020494852,4.909666396,228,45.6,7642,7644,382051,382278,50,76.44
project_myoV-MINI,S217A ,44172,obs-02,190,34,19.19857794,0.383971559,hm-model/cp,53,2,3,150,216872,217041,TRUE,TRUE,TRUE,TRUE,13.0602571,0.044397548,0.096763545,4.062548328,6.241899334,170,34,4338,4340,216872,217041,50,43.39
project_myoV-MINI,S217A ,44172,obs-02,540,306.6,19.38757129,0.387751426,hm-model/cp,214,2,28,1400,593510,595042,TRUE,TRUE,TRUE,TRUE,13.18882401,0.03681618,0.103705082,1.038544442,1.697082992,1533,306.6,11873,11900,593510,595042,50,118.73
project_myoV-MINI,S217A ,44172,obs-02,390,51.8,19.59115903,0.391823181,hm-model/cp,181,2,4,200,527779,528037,TRUE,TRUE,TRUE,TRUE,13.32731907,0.04981197,0.106041756,1.564235397,0.951318538,259,51.8,10557,10560,527779,528037,50,105.59
project_myoV-MINI,S217A ,44172,obs-02,480,57.2,19.85405383,0.397081077,hm-model/cp,78,2,3,150,281390,281675,TRUE,TRUE,TRUE,TRUE,13.50615907,0.045696066,0.080549268,2.93810603,2.095482899,286,57.2,5630,5632,281390,281675,50,56.3
project_myoV-MINI,S217A ,44172,obs-02,140,36.8,20.13286262,0.402657252,hm-model/cp,171,2,2,100,508643,508826,TRUE,TRUE,TRUE,TRUE,13.69582491,0.039596573,0.066363576,3.160224837,1.916521787,184,36.8,10174,10175,508643,508826,50,101.75
project_myoV-MINI,S217A ,44172,obs-02,580,55.6,20.44687768,0.408937554,hm-model/cp,131,2,6,300,402623,402900,TRUE,TRUE,TRUE,TRUE,13.9094406,0.040917973,0.131160499,2.610279568,2.635858601,278,55.6,8052,8057,402623,402900,50,80.57
project_myoV-MINI,S217A ,44172,obs-02,340,198.8,20.52380768,0.410476154,hm-model/cp,198,2,18,900,556926,557919,TRUE,TRUE,TRUE,TRUE,13.96177393,0.039973177,0.0975167,4.683834705,0.648046907,994,198.8,11140,11157,556926,557919,50,111.46
project_myoV-MINI,S217A ,44172,obs-02,560,158,21.04518642,0.420903728,hm-model/cp,304,2,15,750,799206,799995,TRUE,TRUE,TRUE,TRUE,14.31645335,0.03882241,0.118932386,6.210459683,1.623464101,790,158,15985,15999,799206,799995,50,159.89
project_myoV-MINI,S217A ,44172,obs-02,340,41.6,21.24859472,0.424971894,hm-model/cp,88,2,4,200,306989,307196,TRUE,TRUE,TRUE,TRUE,14.45482634,0.030775384,0.101042652,5.490158214,1.300637051,208,41.6,6140,6143,306989,307196,50,61.42
project_myoV-MINI,S217A ,44172,obs-02,670,79,21.57221262,0.431444252,hm-model/cp,233,2,5,250,637951,638345,TRUE,TRUE,TRUE,TRUE,14.67497457,0.03655847,0.088459005,0.754088293,3.813312959,395,79,12762,12766,637951,638345,50,127.65
project_myoV-MINI,S217A ,44172,obs-02,350,29,21.8846611,0.437693222,hm-model/cp,75,2,2,100,274855,274999,TRUE,TRUE,TRUE,TRUE,14.88752456,0.040265154,0.12598735,3.760666857,0.614281574,145,29,5498,5499,274855,274999,50,54.99
project_myoV-MINI,S217A ,44172,obs-02,320,59.4,21.993601,0.43987202,hm-model/cp,173,2,3,150,510962,511258,TRUE,TRUE,TRUE,TRUE,14.96163333,0.038224209,0.034666542,0.535868675,7.451725948,297,59.4,10222,10224,510962,511258,50,102.24
project_myoV-MINI,S217A ,44172,obs-02,1810,45.4,22.1139644,0.442279288,hm-model/cp,13,2,3,150,91104,91330,TRUE,TRUE,TRUE,TRUE,15.0435132,0.034957966,0.086284069,2.400191229,5.305581281,227,45.4,1823,1825,91104,91330,50,18.25
project_myoV-MINI,S217A ,44172,obs-02,230,155.2,22.27100181,0.445420036,hm-model/cp,299,2,14,700,780178,780953,TRUE,TRUE,TRUE,TRUE,15.15034137,0.040240558,0.106461773,1.585903106,1.920017196,776,155.2,15605,15618,780178,780953,50,156.18
project_myoV-MINI,S217A ,44172,obs-02,580,40,22.95854294,0.459170859,hm-model/cp,203,2,3,150,575000,575199,TRUE,TRUE,TRUE,TRUE,15.61805642,0.038743971,0.154932723,2.582237948,7.140432973,200,40,11501,11503,575000,575199,50,115.03
project_myoV-MINI,S217A ,44172,obs-02,450,41.2,23.60024658,0.472004932,hm-model/cp,3,2,2,100,14525,14730,TRUE,TRUE,TRUE,TRUE,16.05458951,0.041615294,0.130287758,5.292753607,1.718355856,206,41.2,292,293,14525,14730,50,2.92
project_myoV-MINI,S217A ,44172,obs-02,150,150.6,23.6856496,0.473712992,hm-model/cp,201,2,13,650,568062,568814,TRUE,TRUE,TRUE,TRUE,16.1126868,0.041167656,0.090718674,2.44198447,0.719961158,753,150.6,11363,11375,568062,568814,50,113.69
project_myoV-MINI,S217A ,44172,obs-02,1040,96.4,24.02622716,0.480524543,hm-model/cp,98,2,9,450,333592,334073,TRUE,TRUE,TRUE,TRUE,16.34437222,0.038278089,0.108147797,1.394515439,2.892547018,482,96.4,6673,6681,333592,334073,50,66.76
project_myoV-MINI,S217A ,44172,obs-02,350,39.4,24.39737742,0.487947548,hm-model/cp,298,2,2,100,778931,779127,TRUE,TRUE,TRUE,TRUE,16.59685539,0.03490482,0.148253792,0.751529516,1.554682125,197,39.4,15580,15581,778931,779127,50,155.81
project_myoV-MINI,S217A ,44172,obs-02,310,31.2,24.55625514,0.491125103,hm-model/cp,321,2,2,100,845595,845750,TRUE,TRUE,TRUE,TRUE,16.70493547,0.036491586,0.164381629,1.137167274,2.585029458,156,31.2,16913,16914,845595,845750,50,169.14
project_myoV-MINI,S217A ,44172,obs-02,370,45.4,24.90889146,0.498177829,hm-model/cp,215,2,4,200,596871,597097,TRUE,TRUE,TRUE,TRUE,16.94482412,0.039305402,0.102967397,1.244407012,0.442971087,227,45.4,11938,11941,596871,597097,50,119.39
